pmid,first_affiliation_short,country,region
38055323,"General Medicine Center, Shimane University Hospital, Izumo, Japan.",Japan,East Asia
37934568,"Panimalar Medical College Hospital & Research Institute, Chennai, India.",India,South/Southeast Asia
37506622,"Alice Lee Centre for Nursing Studies, National University of Singapore, Singapore.",Singapore,East Asia
39996084,Department of Orthopaedic and Trauma Surgery Magna Graecia University Catanzaro Italy.,Italy,Western Europe
38957907,"Department of Paediatric and Preventive Dentistry, D. A. V. (C) Dental College, Yamuna Nagar, Haryana, India.",India,South/Southeast Asia
39242028,"Division of Clinical Research and Technological Development, Brazilian National Cancer Institute (INCA), Rua André Cavalcanti 37, Bairro de Fátima, Rio de Janeiro 20231-050, Brazil.",Brazil,Latin America / Oceania
41365056,"Mental Health Center, West China Hospital, Sichuan University / West China School of Nursing, Sichuan University, Chengdu, China.",China,East Asia
38758825,"Division of Pulmonary, Critical Care and Sleep Medicine, West Virginia University, Morgantown, WV, United States of America.",USA,North America
37900984,"From the Department of Plastic Surgery, King Abdullah Medical City, Makkah, Saudi Arabia.",Saudi Arabia,Middle East / North Africa
40080779,"Emory University, Atlanta, GA.",USA,North America
34809873,"Department of Cardiac Sciences, University of Calgary, GAA08 HRIC, 3230 Hospital Drive NW, Calgary AB, T2N 4Z6, Canada.",Canada,North America
39917263,"Maccabi Health Services, Tel Aviv, Israel.",Israel,Middle East / North Africa
40928606,"Department of Radiology, Otaru General Hospital, Otaru, Hokkaido, Japan.",Japan,East Asia
41380022,"Department of Psychiatry and Psychotherapy, Faculty of Medicine and University Hospital of Cologne, University of Cologne, Kerpener Str. 62, Cologne, 50931, Germany, 49 22147887150.",Germany,Western Europe
37665519,"Department of Radiotherapy, Department of Radiological, Oncological and Pathological Sciences, Radiation Oncology, Policlinico Umberto I, ""Sapienza"" University of Rome, Viale Regina Elena 326, 00161, ",Italy,Western Europe
41274669,"Department of Organ Surgery and Transplantation, Rigshospitalet, Copenhagen, Capital Region of Denmark, Denmark.",Denmark,Western Europe
41595426,"Shanghai Medical College, Fudan University, Shanghai 200032, China.",China,East Asia
40319154,"Department of Information Science, University of Pittsburgh, Pittsburgh, PA, USA.",USA,North America
40582750,"Department of Pediatrics, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA; Center for Endocrinology, Diabetes and Metabolism, Children's Hospital, 4650 W Sunset Boulev",USA,North America
36072871,"Department of Radiology, Clinic of Radiology & Nuclear Medicine, University Hospital Basel, University of Basel, Basel, Switzerland.",Switzerland,Western Europe
34389139,"Department of Medicine, University of Chicago, Chicago, IL.",USA,North America
42007239,"Department of Ophthalmology, Weill Cornell Medicine, New York City, New York, USA, cornell.edu.",USA,North America
38419186,"Victorian Melanoma Service, Alfred Health, Melbourne, Victoria, Australia.",Australia,Latin America / Oceania
40850289,"Queen Mary University of London, Bancroft Road, London E1 4NS, United Kingdom.",United Kingdom,Western Europe
40072644,"Division of Dermatology, University of California, Los Angeles, 855 Tiverton Drive, Los Angeles, CA, 90024, USA.",USA,North America
41037977,"Intensive Care Unit, Hospital General Universitario Gregorio Marañón, Madrid, Spain; Instituto de Investigación Sanitaria Gregorio Marañón, Madrid, Spain. Electronic address: j.munoz@salud.madrid.org.",Spain,Western Europe
40513450,"Medical Imaging Sciences, College of Health Sciences, Gulf Medical University, Ajman, United Arab Emirates.",UAE,Middle East / North Africa
40599184,"Department of Pathogen Biology, College of Basic Medical Sciences, Jilin University, Changchun 130021, Jilin Province, China.",China,East Asia
36764808,"Department of Pathology and Laboratory Medicine, Nationwide Children's Hospital, 700 Children's Drive, C1923, Columbus, OH 43205-2644, USA; Department of Pathology, College of Medicine, The Ohio State",USA,North America
40849473,"Department of Neurosurgery, West China Hospital, Sichuan University, No. 37 Guo Xue Xiang Alley, Wu Hou Distract, Chengdu, Sichuan Province, 610037, China.",China,East Asia
34846642,"Guangdong Provincial Key Laboratory of Malignant Tumor Epigenetics and Gene Regulation, Sun Yat-sen Memorial Hospital, Sun Yat-sen University, Guangzhou, 510120, China.",China,East Asia
41161073,"Gaziantep Islamic Science and Technology University, Gaziantep, Türkiye. Electronic address: ozlem.kardaskin@gibtu.edu.tr.",Turkey,Middle East / North Africa
41064862,"Department of Cardiology, The First Affiliated Hospital of Bengbu Medical University, Bengbu, Anhui, P.R. China (Y.W., J.L., J.W.).",China,East Asia
33885958,"Department of Radiology, Seoul National University Bundang Hospital, Seongnam, Republic of Korea.",South Korea,East Asia
34264509,"Department of General Surgery, First Affiliated Hospital of Dalian Medical University, Dalian, 116011, Liaoning, China.",China,East Asia
40564469,"Tonic Easy Medical, S.A., 4300-259 Porto, Portugal.",Portugal,Western Europe
41450059,,,Unknown
40819320,"Department of Orthopaedics and Traumatology, School of Medicine Gaziantep, Gaziantep University, Gaziantep, Turkey. sezginbahadirtekin@gmail.com.",Turkey,Middle East / North Africa
39326236,"Department of Diagnostic and Interventional Radiology, Medical Center - University of Freiburg, Faculty of Medicine, University of Freiburg, 79106 Freiburg, Germany; Department of Neuroradiology, Medi",Germany,Western Europe
35048148,"Department of Plastic and Reconstructive Surgery, Xiangya III Hospital of Central South University, 138 Tongzipo Road, Changsha City, 410000, People's Republic of China.",China,East Asia
41007526,"School of Nursing, Faculty of Health Sciences, Universidad César Vallejo, Chiclayo 14000, Peru.",Peru,Latin America / Oceania
41827337,"Department of Orthodontics and Facial Malformations, Poznan University of Medical Sciences, Bukowska 70, 60-812 Poznań, Poland.",Poland,Eastern Europe
38842929,"Office of Surveillance and Epidemiology, Center for Drug Evaluation and Research, US Food and Drug Administration, Silver Spring, MD, United States.",USA,North America
32844259,"OMFS IMPATH Research Group, Department of Imaging and Pathology, Faculty of Medicine, University of Leuven and Oral & Maxillofacial Surgery, University Hospitals Leuven, KU Leuven, Kapucijnenvoer 33, ",Belgium,Western Europe
41093301,"Centre for Health Informatics, Australian Institute of Health Innovation, Macquarie University, Sydney, NSW 2109, Australia.",Australia,Latin America / Oceania
38109173,"School of Mechanical Science and Engineering, Huazhong University of Science and Technology, Wuhan, China.",China,East Asia
34680860,"Phyla Technologies Inc., Montréal, QC H3C 4J9, Canada.",Canada,North America
37709612,"University of Wisconsin School of Medicine and Public Health, 750 Highland Ave, Madison, WI 53705. Electronic address: kuckelman@wisc.edu.",USA,North America
37917126,"The Medical Futurist Intitute, Budapest, XI., Hungary.",Hungary,Eastern Europe
40454292,"Orthopedic Surgery Artificial Intelligence Laboratory, Department of Orthopedic Surgery, Mayo Clinic, Rochester, MN, USA.",USA,North America
41222069,"Department of Pediatric Surgery, Dr. Behcet Uz Pediatric Diseases and Surgery Training and Research Hospital, Health Sciences University, Dr. Behcet Uz Childrens Hospital G block, Ismet Kaptan Mh. Sez",Turkey,Middle East / North Africa
39283665,"School of Education, Fuzhou University of International Studies and Trade, Fuzhou, China.",China,East Asia
40369023,"Department of Information Management, Taipei Veterans General Hospital, Taipei, Taiwan, ROC.",Taiwan,East Asia
39035671,"mic Consultant, Phonhong, Lao People's Democratic Republic.",Laos,South/Southeast Asia
41695391,"Department of Ophthalmology, Shenzhen People's Hospital, The Second Clinical Medical College of Jinan University, Shenzhen, Guangdong, China.",China,East Asia
37420044,"UMass Memorial Medical Center - UMass Chan Medical School, 55 Lake Avenue North, Worcester, MA, USA. sathish.dundamadappa@umassmemorial.org.",USA,North America
41526780,"NLP Department, HT Medica, Carmelo Torres nº2, 23007, Jaén, Spain. p.lopez@htmedica.com.",Spain,Western Europe
36603288,"Department of R&D, HT Médica, San Juan de Dios Hospital, Córdoba, Spain; Faculty of Medicine, Autonomous University of Madrid, Madrid, Spain. Electronic address: a.berbis@htime.org.",Spain,Western Europe
39396920,"Center for SeNSE, Indian Institute of Technology Delhi (IIT), New Delhi, India.",India,South/Southeast Asia
40118007,"Department of Radiology and Nuclear Medicine, Erasmus MC Cancer Institute, University Medical Center Rotterdam, Rotterdam, the Netherlands. Electronic address: d.spaanderman@erasmusmc.nl.",Netherlands,Western Europe
40833534,"Department of Information Technology, Sarvajanik College of Engineering and Technology (SCET), Surat, Gujarat, 395001, India. mitalidesai17@gmail.com.",India,South/Southeast Asia
40854706,,,Unknown
41303287,"Department of Radiology, Herlev and Gentofte Hospital, 2730 Herlev, Denmark.",Denmark,Western Europe
38568227,"Department of Advanced Medical and Surgical Sciences, University of Campania ""Luigi Vanvitelli"", Via Pansini 5, 80131, Naples, Italy.",Italy,Western Europe
39622713,"Shuang-Ho Hospital, Taipei Medical University, New Taipei City, Taiwan.",Taiwan,East Asia
39454451,"Georgetown University School of Medicine, Washington, DC, USA. Electronic address: is455@georgetown.edu.",USA,North America
37703714,"Hospital of Chengdu University of Traditional Chinese Medicine, No. 39 Shi-er-qiao Road, Chengdu, 610075, Sichuan, China. Electronic address: luonan@stu.cdutcm.edu.cn.",China,East Asia
37307847,"Department of Nuclear Medicine, Shanghai East Hospital, Tongji University School of Medicine, 200120, Shanghai, People's Republic of China.",China,East Asia
38443941,"Molecular Biology Unit, Division of Human Reproduction, 1st Department of Obstetrics and Gynecology, National and Kapodistrian University of Athens, 80, Vasilissis Sofias Ave., Athens, 11528, Greece. ",Greece,Western Europe
39138474,"Department of Prosthodontics and Wonkwang Dental Research Institute, School of Dentistry, Wonkwang University, Iksan, Republic of Korea. zsfvzsfv@naver.com.",South Korea,East Asia
40248439,"Department of Pediatric Surgery, West China Hospital, Sichuan University, Chengdu, China.",China,East Asia
41792376,"Department of Radiology, Seoul St. Mary's Hospital, College of Medicine, The Catholic University of Korea, 222 Banpo-daero, Seocho-gu, Seoul, 06591, Republic of Korea.",South Korea,East Asia
34000069,"Department of Otorhinolaryngology-Head and Neck Surgery, Asan Medical Center, University of Ulsan College of Medicine, Seoul, Republic of Korea.",South Korea,East Asia
40067594,"Department of Health Information Technology, Khalkhal University of Medical Sciences, Khalkhal, Iran.",Iran,Middle East / North Africa
40474219,"Department of General Surgery, Xiangxi Tujia and Miao Autonomous Prefecture Hospital, Xiangxi Tujia and Miao Autonomous Prefecture Hospital, No. 8 Jiankang Road, Jishou City, Hunan Province, China.",China,East Asia
36539473,"School of Computing, University of Leeds, LS2 9JT, Leeds, UK. s.s.ali@leeds.ac.uk.",United Kingdom,Western Europe
36918736,,,Unknown
41662601,"From the Department of Orthopaedic Surgery, Johns Hopkins Medicine (Mr. Lee, Dr. Fox, Dr. Padley, and Dr. Levin); School of Medicine, Johns Hopkins University (Mr. Lee and Mr. Jay); Carey Business Sch",USA,North America
35438326,"Division of Oral and Maxillofacial Surgery, Faculty of Dentistry, The University of Hong Kong, Hong Kong, China.",Hong Kong,East Asia
38652944,"School of Biomedical Engineering, University of Technology Sydney, Sydney, New South Wales, Australia.; NeoGenix Biosciences Pty Ltd, Sydney, New South Wales, Australia.; IVFAustralia, Sydney, New Sou",Australia,Latin America / Oceania
35218142,"Department of Health Sciences, University of York, York, UK.",United Kingdom,Western Europe
39495556,"Department of Head and Neck Surgery, Rutgers New Jersey Medical School.",USA,North America
39515818,"Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada.",Canada,North America
41121745,"Artificial Intelligence & Clinical Pharmacology Laboratory, Department of Pharmaceutical Sciences, University at Buffalo, The State University of New York, Buffalo, New York, USA.",USA,North America
37542651,"Department of Radiology, Isala Hospital, Dr. Van Heesweg 2, 8025 AB, Zwolle, The Netherlands. elinelangius@gmail.com.",Netherlands,Western Europe
41792703,"Department of Stomatology, Shenzhen Hospital (Futian) of Guangzhou University of Chinese Medicine, Shenzhen, Guangdong, China.",China,East Asia
41115171,"School of Computer Science, University of Nottingham, Jubilee Campus, Wollaton Road, Nottingham, Nottinghamshire NG8 1BB, United Kingdom.",United Kingdom,Western Europe
39353602,"Department of Orthopedics and Traumatology, Ege University School of Medicine, Izmir, Turkey.",Turkey,Middle East / North Africa
40334344,"Center for Integrative Medicine, Beijing Ditan Hospital, Capital Medical University, Beijing, China.",China,East Asia
41726084,"School of Nursing, Columbia University, New York, NY, USA.",USA,North America
41326490,"Department of Radiology, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, Serdang, Selangor, Malaysia.",Malaysia,South/Southeast Asia
40466495,"Digital Medical Research Center, School of Basic Medical Science, Fudan University, Shanghai, 200032, China; Shanghai Key Lab of Medical Image Computing and Computer Assisted Intervention, Shanghai, 2",China,East Asia
38227029,"Google, Mountain View, California.",USA,North America
39430359,"Department of Ophthalmology, Ankara Etlik City Hospital, Ankara, Turkey.",Turkey,Middle East / North Africa
40684235,"Geospatial Health, Ingerod, Brastad, Sweden.",Sweden,Western Europe
41767867,"Department of Radiation Oncology, Cancer Institute, The First Affiliated Hospital, and College of Clinical Medicine of Henan University of Science and Technology, Luoyang, China.",China,East Asia
40064251,"Division of Gastroenterology, Fondazione IRCCS - Casa Sollievo della Sofferenza, San Giovanni Rotondo, Italy. Electronic address: a.cannarozzi@operapadrepio.it.",Italy,Western Europe
40023616,"Department of Critical Care Medicine, Shanghai East Hospital, Tongji University School of Medicine, Shanghai 200120, China.",China,East Asia
40991877,"Division of Computational Health Sciences, Department of Surgery, University of Minnesota, Minneapolis, MN.",USA,North America
41853787,"Section of Clinical Biochemistry, University of Verona, Verona, Italy.",Italy,Western Europe
34480239,"Australian Institute of Health Innovation, Macquarie University, Sydney, Australia. magali.goirandampaire@hdr.mq.edu.au.",Australia,Latin America / Oceania
40293869,"School of Clinical Medicine, Beijing Tsinghua Changgung Hospital, Tsinghua Medicine, Tsinghua University, Beijing, China.",China,East Asia
39917061,"School of Medicine, Koç University, Istanbul, Türkiye.",Turkey,Middle East / North Africa
40851903,"Endocrinology Center Hasselt, Hasselt, Belgium.",Belgium,Western Europe
38294678,"Department of Radiology, Azienda Socio Sanitaria Territoriale di Mantova, St. Lago Paiolo 10, 46100, Mantova, Italy. boninsegnae@gmail.com.",Italy,Western Europe
39954963,"Department of Pathology, University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania.",USA,North America
34548194,"Faculty of Dentistry, Thammasat University, Pathum Thani, Thailand. Electronic address: warin@tu.ac.th.",Thailand,South/Southeast Asia
39160785,"Department of Surgery, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea.",South Korea,East Asia
41269109,"Department of Social Psychology, University of Valencia, Valencia, Spain.",Spain,Western Europe
38081504,"Department of Anesthesia and Intensive Care, IRCCS San Raffaele Scientific Institute, Milan, Italy.",Italy,Western Europe
39319062,"Department of Pathology, Microbiology and Forensic Medicine, School of Medicine, The University of Jordan, Amman, Jordan.",Jordan,Middle East / North Africa
38240090,"Department of Ultrasound, The Second Affiliated Hospital of Fujian Medical University, Quanzhou, Fujian 362000, P.R. China.",China,East Asia
37266720,"University College Dublin School of Medicine, Belfield, Dublin 4, Ireland. ethan.waisberg@ucdconnect.ie.",Ireland,Western Europe
37784248,"Department of Plastic Surgery, Peninsula Health, Melbourne, Victoria, Australia.",Australia,Latin America / Oceania
37910153,"Lee Kong Chian School of Medicine, Nanyang Technological University Singapore, Singapore, Singapore.",Singapore,East Asia
37975946,"University of Oklahoma College of Medicine, Oklahoma City, OK, USA.",USA,North America
40164789,"Institute of Pathology, University Hospital Cologne, Cologne, Germany. bastian.grothey@uk-koeln.de.",Germany,Western Europe
41080775,"Department of Child and Adolescent Psychiatry, City Hospital of Izmır, Izmır, Türkiye.",Turkey,Middle East / North Africa
39579215,"Harvard Medical School, Harvard University, Boston, MA, 02115, USA. advaitpatil@hms.harvard.edu.",USA,North America
42042585,"Advocate Health, Chicago Medical School, Rosalind Franklin University, Chicago, IL 60064, USA.",USA,North America
38529749,,,Unknown
39272071,"7T Magnetic Resonance Imaging Translational Medical Center, Department of Radiology, Southwest Hospital, Army Medical University, (Third Military Medical University), 30 Gao Tan Yan St, Chongqing, 400",China,East Asia
38443499,"Department of Surgery, Cooper University Hospital, 3 Cooper Plaza, Suite 411, Camden, NJ, 08103, USA. ghanem-yazidkhalilmo@cooperhealth.edu.",USA,North America
40345659,"Department of Experimental and Clinical Medicine, University of Florence, Florence, Italy.",Italy,Western Europe
35608227,"ACHD UNIT, Pediatric and Adult Congenital Heart Centre, IRCCS-Policlinico San Donato, San Donato Milanese, Via Morandi 30, 20097 Milan, Italy.",Italy,Western Europe
40108317,"Department of Computer Science, Stanford University, Stanford, CA, USA. merty@stanford.edu.",USA,North America
38052721,"Department of Medical Education, University of Miami Miller School of Medicine, Miami, FL, United States.",USA,North America
41045596,"Department of Orthodontics, Faculty of Dentistry, Kutahya Health Sciences University, Kutahya, Turkey.",Turkey,Middle East / North Africa
41680109,"Department of Orthopaedics - Traumatology, Hasan-Sadikin General Hospital, Universitas Padjadjaran, Bandung, Indonesia.",Indonesia,South/Southeast Asia
36104993,"Department of Orthopaedics, Postgraduate Institute of Medical Education and Research, Chandigarh, 160012, India.",India,South/Southeast Asia
37612880,"College of Medicine, China Medical University, Taichung, Taiwan.",Taiwan,East Asia
35534142,"National Research Council of Italy (CNR), Institute for High Performance Computing and Networking (ICAR), Rende, Italy. Electronic address: carmela.comito@icar.cnr.it.",Italy,Western Europe
38420669,"Department of Medical Imaging, Western University, London, Ontario, Canada.",Canada,North America
37647155,"Jiangsu Key Laboratory of Molecular and Functional Imaging, Department of Radiology, Zhongda Hospital, School of Medicine, Southeast University, Nanjing, China.",China,East Asia
40767217,"Division of Hospital Medicine, Department of Medicine, San Francisco General Hospital, San Francisco, CA, USA.",USA,North America
37563912,"Department of Clinical Neurosciences, University of Cambridge, Cambridge, UK.",United Kingdom,Western Europe
39147878,"School of Computer Science, University of Galway, Galway, Ireland.",Ireland,Western Europe
42072922,"School of International and Public Affairs, Shanghai Jiao Tong University, Shanghai 200230, China.",China,East Asia
38781053,"Department of Otorhinolaryngology, University Medical Center of the Johannes Gutenberg-University Mainz, Mainz, Germany.",Germany,Western Europe
37074486,"Department of Intensive Care Unit, The Second Affiliated Hospital of Zhengzhou University, Zhengzhou, Henan, China.",China,East Asia
33669930,"Department of General Internal Medicine, Nagano Chuo Hospital, Nagano 380-0814, Japan.",Japan,East Asia
38133626,"Department of Plastic and Reconstructive Surgery, The University of Tokyo Hospital, Tokyo, Japan.",Japan,East Asia
35680771,"University of California, Berkeley, CA, USA.",USA,North America
34006600,"Big Data Institute, Oxford University, Oxford, UK changho.yoon@gmail.com.",United Kingdom,Western Europe
38207033,"Robert J. and Nancy D. Carney Institute for Brain Science, Brown University, Providence, RI, USA.",USA,North America
40313675,"Department of Obstetrics and Gynecology, School of Medicine, Iranshahr University of Medical Sciences, Iranshahr, Iran.",Iran,Middle East / North Africa
40553720,"The Department of Hospital Medicine, Catholic Medical Center, Manchester, NH, USA.",USA,North America
39075670,"Topic Group Dental Diagnostics and Digital Dentistry, ITU/WHO Focus Group AI on Health, Berlin, Germany.",Germany,Western Europe
41550701,"Department of Radiation Oncology, Mayo Clinic, Rochester, MN, United States.",USA,North America
37130009,"C.G. Prober is professor of pediatrics, microbiology, and immunology, and senior associate vice provost for health education, Stanford University, Stanford, California.",USA,North America
35255755,"Department of R&D Support, Research Institute for Commercialization of Biomedical Convergence Technology, Seoul, Republic of Korea.",South Korea,East Asia
35998421,"Instituto Universitario de Investigación de Aplicaciones de las Tecnologías de la Información y de las Comunicaciones Avanzadas (ITACA), Universitat Politècnica de València, Camino de Vera S/N, Valenc",Spain,Western Europe
38492584,"Eye Center, The Second Affiliated Hospital, School of Medicine, Zhejiang University, Hangzhou, Zhejiang, China.",China,East Asia
38429258,"Operative Dentistry and Endodontics, Department of Surgery, Aga Khan University Hospital, Karachi, Pakistan.",Pakistan,South/Southeast Asia
38443092,"University of Calgary Cumming School of Medicine, Calgary, Alberta, Canada.",Canada,North America
40971792,"Faculty of Medicine and Pharmacy Agadir, University Ibn Zohr, Quartier Tilila Bp 7519 Agence Abb Agadir Al Fidia, Agadir, 80060, Morocco, 212 528227170, 212 528217171.",Morocco,Middle East / North Africa
33856518,"Department of Clinical Medicine and Surgery, University of Naples ""Federico II"", via Pansini 5, 80131, Naples, Italy. renato.cuocolo@unina.it.",Italy,Western Europe
40075189,"Krembil Centre for Health Management and Leadership, Schulich School of Business, York University, Toronto, Canada.",Canada,North America
41495183,"Division of Pulmonary, Allergy and Sleep Medicine, Mayo Clinic, Jacksonville, FL, 32224, USA.",USA,North America
40544901,"McWilliams School of Biomedical Informatics, The University of Texas Health Science Center at Houston, Houston, TX 77030, USA.",USA,North America
33973649,"USC Voice Center, Caruso Department of Otolaryngology-Head and Neck Surgery, University of Southern California, Los Angeles, California, U.S.A.",USA,North America
39881303,"Clinical Physiology Department, Faculty of Medicine, King Abdulaziz University, Jeddah, Saudi Arabia. afmalmarzouki@kau.edu.sa.",Saudi Arabia,Middle East / North Africa
39025600,"Department of Colorectal Surgery, Cancer Hospital of China Medical University, Cancer Hospital of Dalian University of Technology, Liaoning Cancer Hospital & Institute; The Liaoning Provincial Key Lab",China,East Asia
34082719,"Michigan Technological University, Houghton, MI, 49931, USA. lalam@mtu.edu.",USA,North America
40914270,"Dental Clinic Post-Graduate Program, University Center of State of Pará, Belém, Pará, Brazil.",Brazil,Latin America / Oceania
35725526,"Faculty of Medicine and Health Sciences, McGill University, Montreal, Canada. Electronic address: ryan.antel@mail.mcgill.ca.",Canada,North America
35953588,"University Clinic for Radiology, Westfälische Wilhelms-University Muenster and University Hospital Münster, Albert-Schweitzer-Campus 1, 48149, Muenster, Germany.",Germany,Western Europe
34403031,"Endoscopy Division, National Cancer Center Hospital, 5-1-1 Tsukiji, Chuo-ku, Tokyo, 104-0045, Japan. tasakamo@ncc.go.jp.",Japan,East Asia
40147415,"University Hospital Split, Department for Ophthalmology, Croatia.",Croatia,Eastern Europe
40853413,"School of Nursing, Capital Medical University, No.10 Xi-tou-tiao, You-an-men Wai, Feng-tai District, Beijing, 100069, China.",China,East Asia
38331959,"From the Department of Radiology (Y.L., P.S., Y.Y., J.O., B.J., J.J.H., S.M.H., G.Z.), Stanford University, Stanford, Calfornia yongkliu@stanford.edu.",,Unknown
36633971,"From the Department of Radiology, NYU Langone Health, 550 1st Ave, New York, NY 10016.",USA,North America
40074858,"School of Cancer and Pharmaceutical Sciences, Stamford St., Franklin Wilkins Building, King's College London, London, UK.",United Kingdom,Western Europe
36501801,"The Institute for Artificial Intelligence Research and Development of Serbia, 21102 Novi Sad, Serbia.",Serbia,Eastern Europe
37030076,"Charles Sturt University, NSW, Australia; Baylor College of Medicine, TX, USA. Electronic address: gcurrie@csu.edu.au.",Australia,Latin America / Oceania
38573489,"Department of Electrical and Electronics Engineering, Eskisehir Osmangazi University, Eskisehir, Turkey.",Turkey,Middle East / North Africa
40773762,"Corporate Quality & Patient Safety, Dr Sulaiman Al Habib Medical Group, Olaya Street, Riyadh, 12214, Saudi Arabia, 966 920066666.",Saudi Arabia,Middle East / North Africa
38648098,"Tilman J Fertitta Family College of Medicine, University of Houston, Houston, TX, United States.",USA,North America
40772775,"PAPRSB Institute of Health Sciences, Universiti Brunei Darussalam, Core Residential, Tower 4, Room 201A, UBDCorp, Jalan Tungku Link, Bandar Seri Begawan, BE1410, Brunei Darussalam, 673 7428942.",Brunei,South/Southeast Asia
40786055,"Department of Health Policy and Management, School of Public Health, Lanzhou University, Lanzhou, China.",China,East Asia
37707390,,,Unknown
41366414,"College of Science and Engineering, Hamad Bin Khalifa University, Doha, Qatar.",Qatar,Middle East / North Africa
40908034,"Department of Biochemistry, Panimalar Medical College Hospital and Research Institute, Varadharajapuram, Poonamallee, Chennai, Tamil Nadu, India.",India,South/Southeast Asia
37658948,"Department of Urology, Fulya Acibadem Hospital, Sisli, Istanbul, Turkey. hakancakirmd@gmail.com.",Turkey,Middle East / North Africa
35359358,"Department of Obstetrics and Gynecology, Tongji Medical College, Tongji Hospital, Huazhong University of Science and Technology, Wuhan, China.",China,East Asia
39318354,"Division of Emergency Medicine, Ann & Robert H. Lurie Children's Hospital of Chicago.",USA,North America
38881914,"Medical Scientist Training Program, Albert Einstein College of Medicine, Bronx, NY, USA.",USA,North America
39563908,"School of Clinical Medicine, Tsinghua University, No. 30 Shuangqing Road, Haidian District, Beijing 100084, China.",China,East Asia
40645773,"Medical Ethics and Humanities Unit, School of Clinical Medicine, LKS Faculty of Medicine, The University of Hong Kong, Hong Kong, Hong Kong carlh@hku.hk.",Hong Kong,East Asia
40290609,"Department of Orthopedic Surgery, Haifa Medical Complex, Al Khobar 32424, Saudi Arabia. drsadat@hotmail.com.",Saudi Arabia,Middle East / North Africa
40825182,"Chobanian & Avedisian School of Medicine, Boston University, Cambridge, MA, United States.",USA,North America
41106196,"Department of Anatomy, Faculty of Medicine, Kocaeli University, Umuttepe Campus, İzmit, Kocaeli 41380, Türkiye. Electronic address: ismail.sivri@kocaeli.edu.tr.",Turkey,Middle East / North Africa
40113208,"Unit of Infectious Diseases, Department of Medicine, Surgery and Pharmacy, Sassari, Italy. Electronic address: andreadevitoaho@gmail.com.",Italy,Western Europe
39913918,"School of Health and Welfare, Halmstad University, Halmstad, Sweden.",Sweden,Western Europe
39545009,"Baylor College of Medicine, Department of Orthopedic Surgery, Houston, TX, USA.",USA,North America
39086074,"Health Services School, Erzincan Binali Yildirim University, Erzincan, Turkey.",Turkey,Middle East / North Africa
33965984,"USC Institute of Urology and Catherine & Joseph Aresty Department of Urology, Keck School of Medicine.",,Unknown
41313148,"Division of General Internal Medicine, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA.",USA,North America
39761346,"Department of Plastic Surgery, University of Pittsburgh Medical Center, Pittsburgh, PA 15213, United States.",USA,North America
40364850,"Division of Hematology, Department of Medicine, University of North Carolina, Chapel Hill, NC, United States.",USA,North America
36272315,"Department of Radiation Oncology, Prince of Wales Hospital Nelune Comprehensive Cancer Centre, New South Wales, Australia; Prince of Wales Clinical School, Faculty of Medicine, University of New South",Australia,Latin America / Oceania
36292339,"Department of Computer and Information Sciences, Universiti Teknologi PETRONAS, Seri Iskandar 32610, Perak, Malaysia.",Malaysia,South/Southeast Asia
39260460,"Department of Ophthalmology, The Children's Hospital, Zhejiang University School of Medicine, National Clinical Research Center for Child Health, Hangzhou, China.",China,East Asia
35316961,"Embryology Lab, Escuela Militar de Medicina, Ciudad de Mexico 11200, CDMX, Mexico.",Mexico,Latin America / Oceania
36191085,"Albert Einstein College of Medicine, Bronx, New York.",USA,North America
40781830,"Department of Nursing, Graduate School of Medicine, Yokohama City University, Yokohama, Kanagawa, Japan.",Japan,East Asia
36228127,"School of Business Administration, Faculty of Business Administration, Southwestern University of Finance and Economics, Chengdu 611130, China.",China,East Asia
39692996,"Department of Community Medicine, Shree Guru Gobind Singh Tricentenary (SGT) University, Gurugram, Haryana, India.",India,South/Southeast Asia
39048973,"School of Health and Welfare, Halmstad University, Box 823, Halmstad, 301 18, Sweden.",Sweden,Western Europe
41250772,"Department of Medical Informatics, Amsterdam UMC Location University of Amsterdam, Amsterdam, The Netherlands.",Netherlands,Western Europe
41138954,"Department of Artificial Intelligence and Informatics, Mayo Clinic, Jacksonville, FL 32224, USA.",USA,North America
40518980,"Cardiology Department, University Hospital La Paz, Madrid, Spain.",Spain,Western Europe
33774270,"A.I. Virtanen Institute for Molecular Sciences, University of Eastern Finland, Kuopio, Finland. Electronic address: jussi.tohka@uef.fi.",Finland,Western Europe
39662140,"LMU Munich, Germany. Electronic address: anne-kathrin.kleine@psy.lmu.de.",Germany,Western Europe
41661201,"University of Oxford, Oxford, OX2 6QA, United Kingdom.",United Kingdom,Western Europe
40945315,"Paediatric Dentistry, Faculty of Dentistry, The University of Hong Kong, Hong Kong, China.",Hong Kong,East Asia
36227062,"Department of Radiology, 1154Hospital Group Twente, Almelo, Netherlands.",Netherlands,Western Europe
41353944,"Edith Cowan University, Western Australia, Australia. Electronic address: j.hamilton1@ecu.edu.au.",Australia,Latin America / Oceania
