my_label,pmid,year,pub_date,title,abstract,journal,first_author,doi,sjr_quartile,journal_abbr,pub_type,first_affiliation,haiku_label,haiku_conf
application,37379272,2023,2023 Jan,Feasibility and clinical usefulness of deep learning-accelerated MRI for acute painful fracture patients wearing a splint: A prospective comparative study.,"OBJECTIVE: To evaluate the feasibility and clinical usefulness of deep learning (DL)-accelerated turbo spin echo (TSEDL) sequences relative to standard TSE sequences (TSES) for acute radius fracture patients wearing a splint. METHODS: This prospective consecutive study investigated 50 patients' preoperative wrist MRI scans acquired between July 2021 and January 2022. Examinations were performed at 3 Tesla MRI with body array coils due to the wrist splint. Besides TSES obtained according to the routine protocol, TSEDL sequences for axial T2-, coronal T1-, and coronal PD-weighted TSE sequences were scanned for comparison. For quantitative assessment, the relative signal-to-noise ratio (rSNR), the relative contrast-to-noise ratio (rCNR), and the relative contrast ratio (rCR) were measured. For qualitative assessment, all images were assessed by two independent musculoskeletal radiologists in terms of perceived SNR, image contrast, image sharpness, artifacts disturbing evaluation, overall image quality and diagnostic confidence for injuries using a four- or five-point Likert scale. RESULTS: The scan time was shortened approximately by a factor of two for TSEDL compared to TSES. TSEDL images showed significantly better rSNR, rCNR, and rCR values for all sequences, and scored significantly better in terms of both image quality and diagnostic confidence for both readers than TSES images (all p < .05). Interrater reliabilities were in almost perfect agreement. CONCLUSION: The DL-accelerated technique proved to be very helpful not only to reduce scan time but also to improve image quality for acute painful fracture patients wearing a splint despite using body array coils instead of a wrist-specific coil. Based on our study, the DL-accelerated technique can be very useful for MRI of any part of the extremities in trauma settings just with body array coils.",PloS one,Roh Seunghyeon,10.1007/s00330-021-08025-2,Q1,PLoS One,"Journal Article; Research Support, Non-U.S. Gov't","Department of Radiology, Seoul National University Hospital, Seoul, Republic of Korea.",application,high
application,38000256,2024,2024 Jan,An efficient semi-supervised quality control system trained using physics-based MRI-artefact generators and adversarial training.,"Large medical imaging data sets are becoming increasingly available. A common challenge in these data sets is to ensure that each sample meets minimum quality requirements devoid of significant artefacts. Despite a wide range of existing automatic methods having been developed to identify imperfections and artefacts in medical imaging, they mostly rely on data-hungry methods. In particular, the scarcity of artefact-containing scans available for training has been a major obstacle in the development and implementation of machine learning in clinical research. To tackle this problem, we propose a novel framework having four main components: (1) a set of artefact generators inspired by magnetic resonance physics to corrupt brain MRI scans and augment a training dataset, (2) a set of abstract and engineered features to represent images compactly, (3) a feature selection process that depends on the class of artefact to improve classification performance, and (4) a set of Support Vector Machine (SVM) classifiers trained to identify artefacts. Our novel contributions are threefold: first, we use the novel physics-based artefact generators to generate synthetic brain MRI scans with controlled artefacts as a data augmentation technique. This will avoid the labour-intensive collection and labelling process of scans with rare artefacts. Second, we propose a large pool of abstract and engineered image features developed to identify 9 different artefacts for structural MRI. Finally, we use an artefact-based feature selection block that, for each class of artefacts, finds the set of features that provide the best classification performance. We performed validation experiments on a large data set of scans with artificially-generated artefacts, and in a multiple sclerosis clinical trial where real artefacts were identified by experts, showing that the proposed pipeline outperforms traditional methods. In particular, our data augmentation increases performance by up to 12.5 percentage points on the accuracy, F1, F2, precision and recall. At the same time, the computation cost of our pipeline remains low - less than a second to process a single scan - with the potential for real-time deployment. Our artefact simulators obtained using adversarial learning enable the training of a quality control system for brain MRI that otherwise would have required a much larger number of scans in both supervised and unsupervised settings. We believe that systems for quality control will enable a wide range of high-throughput clinical applications based on the use of automatic image-processing pipelines.",Medical image analysis,Ravi Daniele,10.1016/j.media.2023.103033,Q1,Med Image Anal,Journal Article,"Centre for Medical Image Computing (CMIC), Department of Computer Science, University College London, UK; Queen Square Analytics, London, UK; School of Physics, Engineering and Computer Science, University of Hertfordshire, Hatfield, UK. Electronic address: d.ravi@ucl.ac.uk.",application,high
evaluative,40620110,2025,2025 Jul,An Efficient Deep Learning Framework for Automated Epileptic Seizure Detection: Toward Scalable and Clinically Applicable Solutions.,"In this study, we present an efficient epileptic seizure detection framework driven by a graph convolutional neural network (GCNN). Unlike conventional methods that primarily rely on local features or complex feature engineering, our GCNN-based approach explicitly encodes the spatial dependencies among electroencephalogram (EEG) electrodes, thereby capturing more comprehensive spatiotemporal features. A minimal preprocessing pipeline, consisting only of bandpass filtering and segmenting, reduces system complexity and computational overhead. On the CHB-MIT scalp EEG database, our method achieved an average accuracy of 98.64%, sensitivity of 99.49%, and specificity of 98.64% at the segment-based level and sensitivity of 96.81% with FDR of 0.27/h at the event-based level. On the SH-SDU database we collected, the method yielded segment-based accuracy of 95.23%, sensitivity of 92.42%, and specificity of 95.25%, along with event-based sensitivity of 94.11%. The average testing time for 1 h of multi-channel EEG signals is 3.89 s. These excellent results and low-computation design make the framework especially suited for clinical applications, advancing EEG-based epilepsy diagnostics and improving patient outcomes.",Developmental neurobiology,Ji Dezan,10.1002/dneu.22983,Q2,Dev Neurobiol,Journal Article,"Shenzhen Institute of Shandong University, Shenzhen, P. R. China.",application,high
evaluative,39730573,2024,2024 Dec,Evaluation of the integration of retrieval-augmented generation in large language model for breast cancer nursing care responses.,"Breast cancer is one of the most common malignant tumors in women worldwide. Although large language models (LLMs) can provide breast cancer nursing care consultation, inherent hallucinations can lead to inaccurate responses. Retrieval-augmented generation (RAG) technology can improve LLM performance, offering a new approach for clinical applications. In the present study, we evaluated the performance of a LLM in breast cancer nursing care using RAG technology. In the control group (GPT-4), questions were answered directly using the GPT-4 model, whereas the experimental group (RAG-GPT) used the GPT-4 model combined with RAG. A knowledge base for breast cancer nursing was created for the RAG-GPT group, and 15 of 200 real-world clinical care questions were answered randomly. The primary endpoint was overall satisfaction, and the secondary endpoints were accuracy and empathy. RAG-GPT included a curated knowledge base related to breast cancer nursing care, including textbooks, guidelines, and traditional Chinese therapy. The RAG-GPT group showed significantly higher overall satisfaction than that of the GPT-4 group (8.4 ± 0.84 vs. 5.4 ± 1.27, p < 0.01) as well as an improved accuracy of responses (8.6 ± 0.69 vs. 5.6 ± 0.96, p < 0.01). However, there was no inter-group difference in empathy (8.4 ± 0.85 vs. 7.8 ± 1.22, p > 0.05). Overall, this study revealed that RAG technology could improve LLM performance significantly, likely because of the increased accuracy of the answers without diminishing empathy. These findings provide a theoretical basis for applying RAG technology to LLMs in clinical nursing practice and education.",Scientific reports,Xu Ruiyu,10.1001/jamainternmed.2023.1838,Q1,Sci Rep,Journal Article,"College of Nursing, Binzhou Medical University, Yantai, Shandong Province, China.",evaluative,high
application,41698487,2026,2026 Apr,Multi-level dynamic fusion and temporal role-aware network for diagnosis prediction.,"Disease association modeling and dynamic evolution analysis in electronic health records (EHR) is a core challenge in diagnosis prediction. Existing approaches typically treat diagnostic codes as independent entities, ignore the clinical significance of disease combinations or using only clinical monitoring indicators, which make it difficult to capture potential trends in disease progression. To this end, this paper proposes the Dynamic Fusion and Role-aware Network(DFR-Net). Specifically, we construct a feature-disease similarity matrix to fuses diagnostic codes with clinical monitoring indicators to capture potential associations between clinical monitoring indicators and disease progression, thereby providing a decision basis for disease progression. The DFR-Net further defines the dynamic roles of persistent, evolving, and episodic diseases, and uses matrixed gating units to model the stage-shifting patterns of the disease states, in order to analyze the key mechanisms in the evolution of the disease, and adaptively fuses diagnostic dependencies with clinical feature relevance to capture disease progression dynamics. This leads to improved performance on the diagnosis prediction task. Experiments on the MIMIC-III dataset demonstrate that the proposed model outperforms cutting-edge models for diagnosis prediction.",Journal of biomedical informatics,Fu Zhuang,10.1016/j.jbi.2026.104999,Q1,J Biomed Inform,Journal Article,"School of Software, Shandong University, Jinan, Shandong, China. Electronic address: 202335309@mail.sdu.edu.en.",application,high
application,41391734,2026,2026 Feb,Empirical simulation of internal validation methods for prediction models: comparing k-fold cross-validation with bootstrap-based optimism correction.,"BACKGROUND AND OBJECTIVE: To systematically evaluate the performance of k-fold cross-validation and bootstrap-based optimism correction methods for internal validation of statistical and machine learning models. METHODS: A total of 239,415 inpatients were extracted from an open access database named Medical Information Mart for Intensive Care IV, of which 39,145 were randomly sampled as a predefined reference dataset. Among the remaining simulation dataset with 200,000 inpatients, training sets with sample sizes ranging from 595 to 5946 were randomly selected, and multiple prediction models were developed in each training set using various modeling strategies, including logistic regression, least absolute shrinkage and selection operator regression, Naive Bayes, Support Vector Machine, K-Nearest Neighbors, Light Gradient Boosting Machine, and Random Forest. The dependent variable of the model was acute kidney injury (AKI), a binary outcome with an incidence of 18.5%, and the independent variables included 22 common predictors of AKI. For each model, 2-fold, 5-fold, and 10-fold cross-validation were used for internal validation to calculate area under the receiver-operating characteristic curve (AUC), which is a common metric for quantifying the overall ability of a model to discriminate between positive or negative classifications. In addition, the Harrell, .632, and .632+ AUC estimators were calculated for internal validation based on bootstrapping. The above simulation process was repeated 1000 times to obtain 1000 estimates of AUC for each internal validation method of each model. The model performance was simultaneously evaluated in the reference dataset to obtain an empirical AUC (analogous to the ""gold standard""). Then, by comparing the 1000 AUC estimates with the empirical AUC, the accuracy of internal validation methods for different models was assessed. RESULTS: For parametric models, the .632+ estimator provided the most accurate estimates of AUC, followed by 10-fold cross-validation with only slight bias. In contrast, for nonparametric models, all bootstrap-based optimism correction methods significantly overestimated AUC, and the overestimation was not reduced by increasing the sample size. Most strikingly, 10-fold cross-validation demonstrated stable and good performance across all scenarios considered, regardless of the modeling strategy or sample size. CONCLUSION: The performance of bootstrap-based optimism correction methods can be affected by model complexity, although the .632+ estimator performs best in parameter models based on small-sample training. In comparison, 10-fold cross-validation is more robust and easier to implement. Therefore, it is recommended to prioritize 10-fold cross-validation as the internal validation method for prediction models. PLAIN LANGUAGE SUMMARY: With the exponential growth of clinical prediction models, the methods for conducting internal validation of these models remain controversial. Both k-fold cross-validation and bootstrap-based optimism correction methods are recommended by guidance papers. However, the issue of whether they are applicable to all modeling strategies, especially machine learning algorithms, still lacks evidence. This study simulated various sample size scenarios based on real-world clinical data, and developed AKI prediction models based on parametric and nonparametric modeling strategies. Then, internal validation was performed for each model using different methods. The results showed that bootstrap-based optimism correction methods were suitable for parametric models. However, as the model complexity increased, the bias of bootstrap-based optimism correction methods increased accordingly. In contrast, 10-fold cross-validation performed well in all scenarios, regardless of the modeling strategy or sample size. Therefore, 10-fold cross-validation is recommended as a preferred method for internal validation of prediction models.",Journal of clinical epidemiology,Zhang Chao,10.1016/j.jclinepi.2025.112101,Q1,J Clin Epidemiol,Journal Article; Comparative Study; Validation Study,"Center for Clinical Epidemiology and Evidence-based Medicine, Beijing Children's Hospital, Capital Medical University, National Center for Children's Health, Beijing, China.",application,high
application,40367231,2025,2025 Jan,"Mechanistic role of pyroptosis in Kawasaki disease: An integrative bioinformatics analysis of immune dysregulation, machine learning-based biomarker discovery, WGCNA, and drug repurposing insights.","Kawasaki disease (KD) is an acute vasculitis that primarily affects children under five and is a leading cause of acquired heart disease in this age group. Despite the standard treatment with intravenous immunoglobulin (IVIG), approximately 10-20% of patients exhibit IVIG resistance, leading to persistent inflammation and an increased risk of coronary artery aneurysms（CAA）. The underlying molecular mechanisms driving KD, particularly the role of pyroptosis, remain incompletely understood. In this study, we employed integrative bioinformatics approaches to investigate the mechanistic role of pyroptosis in KD. By analyzing transcriptomic datasets, we identified differentially expressed genes (DEGs) associated with pyroptosis and immune dysregulation. Weighted Gene Co-Expression Network Analysis (WGCNA) was utilized to uncover key co-expressed gene modules, followed by functional enrichment analyses to explore the biological significance of these genes. Through machine learning-based biomarker discovery, we identified MYD88 and S100A12 as critical pyroptosis-related genes in KD. Their diagnostic potential was validated using external datasets, and their involvement in immune cell infiltration was assessed through computational deconvolution techniques. Furthermore, drug repurposing analysis and molecular docking simulations suggested that Atogepant, Ubrogepant, and Zanubrutinib could serve as potential therapeutic candidates targeting S100A12 and MYD88. These findings provide novel insights into the molecular pathogenesis of KD and highlight potential biomarkers and therapeutic targets for improving KD diagnosis and treatment strategies.",PloS one,Wang Chen,10.2147/DDDT.S250823,Q1,PLoS One,Journal Article,"Department of Pediatric Internal, Affiliated Hospital of Anhui West Health Vocational College, Lu'an, China.",application,high
application,40640934,2025,2025 Jul,Machine learning identifies lipid-associated genes and constructs diagnostic and prognostic models for idiopathic pulmonary fibrosis.,"OBJECTIVE: Emerging evidence suggests a potential relationship between lipid metabolism and idiopathic pulmonary fibrosis (IPF). This study aimed to identify lipid-related genes implicated in IPF pathogenesis. METHODS: Lipid-associated genes were retrieved from the GeneCards database and analyzed using unsupervised consensus clustering to classify IPF samples. Weighted gene co-expression network analysis (WGCNA) was performed on the identified clusters to determine core modules and hub genes associated with IPF. Machine learning algorithms were applied to these hub genes to construct diagnostic and prognostic models, which were validated across multiple datasets. Single-cell sequencing was used to investigate the distribution of potential pathogenic genes, and their functional roles were further validated through cellular experiments. RESULTS: Two distinct clusters were identified, showing significant differences in lung function parameters and fibrosis-related gene expression. WGCNA revealed that the blue module was strongly associated with IPF and served as the core module. Genes from this module were used to construct diagnostic and prognostic models, which demonstrated strong predictive performance across multiple validation datasets. Single-cell sequencing revealed that KLF4 was highly expressed in lung epithelial cells. Functional assays indicated that knockdown of KLF4 did not affect the proliferation of human alveolar type II epithelial cells but significantly enhanced their migratory capacity, thereby promoting the fibrotic process. CONCLUSION: This study successfully constructed lipid-related diagnostic and prognostic models for IPF and identified KLF4 as a potential causative gene. These findings provide a foundation for further exploration of lipid metabolism in IPF pathogenesis and potential therapeutic strategies targeting KLF4.",Orphanet journal of rare diseases,Liu Xingren,10.1371/journal.pone.0194803,Q1,Orphanet J Rare Dis,Journal Article,"Department of Respiratory and Critical Care Medicine, School of Medicine, Sichuan Provincial People's Hospital, University of Electronic Science and Technology of China, Chengdu, China.",application,high
discourse,41224513,2025,2025 Nov,Generative Artificial Intelligence for Exposure Therapy: Guidelines for Clinicians and Patients.,"The emergence of generative artificial intelligence (GenAI) presents new opportunities for enhancing exposure therapy for anxiety- and trauma-related disorders. GenAI is not a replacement for clinical expertise but a powerful ancillary tool. This article offers practical guidance for clinicians and patients on how to use GenAI to develop and conduct personalized exposure exercises. To help orient clinicians to these tools, we provide an overview of ethical considerations and describe the fundamentals of how to use GenAI between and within sessions. We discuss how GenAI tools can assist in generating exposure stimuli, such as images, videos, and scripts, as well as conversational agents. We also provide guidance on how these tools can assist in brainstorming and organizing exposure hierarchies. Finally, we discuss how exposure therapy can continue to flourish using GenAI through clinician training, the exchange of GenAI stimuli and procedures, and clear messaging from leadership and organizations.",Journal of cognitive psychotherapy,Sherrill Andrew M,10.1891/JCP-2025-0036,Q2,J Cogn Psychother,Journal Article,"Emory University School of Medicine, Atlanta, GA, USA andrew.m.sherrill@emory.edu.",discourse,high
application,39520839,2024,2024 Nov,Assessing nursing students' e-health literacy and foresights to global health challenges during COVID-19 restrictions: A cross-sectional study with a machine learning approach.,"AIM: This study aims to assess the e-health literacy and foresights to global health challenges of nursing students during the COVID19 restrictions. BACKGROUND: As the healthcare environment becomes more digitalized, understanding how nursing students perceive and prepare for global health challenges during the COVID19 restrictions and e-health literacy is crucial for customizing educational strategies to enhance their capabilities. DESIGN: A descriptive and correlational study design was employed. METHODS: The study included 310 nursing students from six universities in Istanbul, Turkey, encompassing both state and foundation institutions. Data were collected via online surveys, including an Information Form, a Foresight Form for Global Health Challenges and an E-Health Literacy Scale. The study extended beyond conventional statistical analysis by incorporating a tree-based ML model, specifically a Random Forest classifier, to identify complex patterns and relationships affecting e-health literacy and global health perceptions. RESULTS: The analysis indicated that e-health literacy levels among nursing students are significantly shaped by their academic year, participation in global health courses and engagement with international health organizations. ML techniques pinpointed the ability to discern high-quality online health resources as a pivotal skill, emphasizing the need for nursing curricula to focus on advanced critical evaluation skills. CONCLUSIONS: The findings stress the necessity of integrating critical evaluation and information-seeking skills into nursing education to equip students for the complexities of a globalized health landscape.",Nurse education in practice,Kupcu Cisem,10.1016/j.nepr.2024.104179,Q1,Nurse Educ Pract,Journal Article,"Seyrantepe Hamidiye Etfal Training and Research Hospital, Istanbul, Turkey. Electronic address: cisemkupcu@gmail.com.",application,high
application,38836277,2024,2024 May,Deep Learning-Based Automatic Classification of Ischemic Stroke Subtype Using Diffusion-Weighted Images.,"BACKGROUND AND PURPOSE: Accurate classification of ischemic stroke subtype is important for effective secondary prevention of stroke. We used diffusion-weighted image (DWI) and atrial fibrillation (AF) data to train a deep learning algorithm to classify stroke subtype. METHODS: Model development was done in 2,988 patients with ischemic stroke from three centers by using U-net for infarct segmentation and EfficientNetV2 for subtype classification. Experienced neurologists (n=5) determined subtypes for external test datasets, while establishing a consensus for clinical trial datasets. Automatically segmented infarcts were fed into the model (DWI-only algorithm). Subsequently, another model was trained, with AF included as a categorical variable (DWI+AF algorithm). These models were tested: (1) internally against the opinion of the labeling experts, (2) against fresh external DWI data, and (3) against clinical trial dataset. RESULTS: In the training-and-validation datasets, the mean (±standard deviation) age was 68.0±12.5 (61.1% male). In internal testing, compared with the experts, the DWI-only and the DWI+AF algorithms respectively achieved moderate (65.3%) and near-strong (79.1%) agreement. In external testing, both algorithms again showed good agreements (59.3%-60.7% and 73.7%-74.0%, respectively). In the clinical trial dataset, compared with the expert consensus, percentage agreements and Cohen's kappa were respectively 58.1% and 0.34 for the DWI-only vs. 72.9% and 0.57 for the DWI+AF algorithms. The corresponding values between experts were comparable (76.0% and 0.61) to the DWI+AF algorithm. CONCLUSION: Our model trained on a large dataset of DWI (both with or without AF information) was able to classify ischemic stroke subtypes comparable to a consensus of stroke experts.",Journal of stroke,Ryu Wi-Sun,10.1101/2023.07.02.23292150,Q1,J Stroke,Journal Article,"Department of Neurology, Dongguk University Ilsan Hospital, Goyang, Korea.",application,high
application,34936894,2022,2022 May,Predicting 30-Day Readmissions in Patients With Heart Failure Using Administrative Data: A Machine Learning Approach.,"BACKGROUND: We sought to develop machine learning (ML) models trained on administrative data which predict risk of readmission in patients with heart failure and to evaluate and compare the ML model with the currently used LaCE score using clinically informative metrics. METHODS AND RESULTS: This prognostic study was conducted in Alberta, Canada, on 9845 patients with confirmed heart failure admitted to hospital between 2012 and 2019. The outcome was unplanned all-cause hospital readmission within 30 days of discharge. We used 80% of the data for the ML model development and 20% for independent validation. We reported, using the validation set, c-statistics (area under the receiver operating characteristic curves)and performance metrics (likelihood ratio, positive predictive values) for the XGBoost model and a modified LaCE score within their respective predictive thresholds. Boosted tree-based classifiers had higher area under the receiver operating characteristic curves (0.65 for XGBoost) compared with others (0.58 for neural networks) and 0.57 for the modified LaCE. Within the predicted threshold range of the XGBoost classifier, the positive likelihood ratio was 1.00 at the low end of predicted risk and 6.12 at the high end, resulting in a positive predictive value (post-test probability) range of 21%-62%; the pretest probability of readmission was 20.9% using prevalence. The corresponding positive likelihood ratios and positive predictive values across LaCE score thresholds were 1.00-1.20 and 21%-24%, respectively. CONCLUSIONS: Despite predicting readmissions better than the LaCE, even the best ML model trained on administrative health data (XGBoost) did not provide substantially informative prediction performance as it only generated a moderate shift from pre to post-test probability. Health systems wishing to deploy such a tool should consider training ML models with additional data. Adding other techniques like natural language processing, along with ML, to use other clinical information (like chart notes) might improve prediction performance.",Journal of cardiac failure,Sharma Vishal,10.1016/j.cardfail.2021.12.004,Q1,J Card Fail,"Journal Article; Research Support, Non-U.S. Gov't","2-040 Li Ka Shing Center for Health Research Innovation, School of Public Health, University of Alberta, Edmonton, Alberta, Canada.",application,high
discourse,39334022,2024,2024 Sep,"Readiness, knowledge, and perception towards artificial intelligence of medical students at faculty of medicine, Pelita Harapan University, Indonesia: a cross sectional study.","INTRODUCTION: Artificial intelligence (AI) enables machines to perform many complicated human skills which require various levels of human intelligence. In the field of medicine, AI helps physicians in making diagnoses and treatments for patients with more efficiency, accuracy, and precision. In order to prepare medical students who are the future healthcare workforce, it is important to enhance their readiness, knowledge and perception toward AI. This study aims to assess Pelita Harapan University (PHU) medical students' readiness, knowledge, and perception toward AI. METHODS: A quantitative cross-sectional study was conducted to assess respondents' readiness, knowledge and perception toward AI. An online questionnaire was distributed via Google Forms to all batch of medical students. Medical Artificial Intelligence Readiness Scale for Medical Students (MAIRS-MS) questionnaire was used to evaluate AI readiness, while an adapted questionnaires was used to evaluate knowledge and perception toward AI. Data were then analyzed using IBM Statistical Package for Social Sciences (SPSS) version 23.0. RESULTS: A total of 650 respondents were included in this study. Most respondents were in pre-clinical phase (88%) while the remaining were in clinical phase (12%). Overall, the total mean score for AI readiness was 73.34 of 100. Respondents had a mean score 24.52 ± 5.26 of 40, 27.78 ± 4.65 of 40, 10.57 ± 2.07 of 15, and 10.47 ± 2.00 of 15 in the cognitive, ability, vision, and ethics domain respectively. Generally, respondents had sufficient knowledge and positive perception toward AI. There were also significant correlation between readiness and knowledge with gender, having studied coding previously in high school, and having family or close friends working in AI field. Social media also had a good influence on enchancing readiness in the domain of ability and ethics, and perception towards AI. CONCLUSION: Medical students of PHU mostly showed neutral to favorable response on readiness, knowledge, and perception towards AI. Incorporating AI into high school and medical curriculum is an important step to prepare medical students' encounter and partnership with AI as the future workforce in medicine.",BMC medical education,Lugito Nata Pratama Hardjo,10.3389/frai.2022.1015418,Q1,BMC Med Educ,Journal Article,"Department of Internal Medicine, Faculty of Medicine, Pelita Harapan University, Tangerang, Indonesia. nata.lugito@uph.edu.",discourse,high
application,35328262,2022,2022 Mar,Deep-Learning-Aided Detection of Mycobacteria in Pathology Specimens Increases the Sensitivity in Early Diagnosis of Pulmonary Tuberculosis Compared with Bacteriology Tests.,"The histopathological diagnosis of mycobacterial infection may be improved by a comprehensive analysis using artificial intelligence. Two autopsy cases of pulmonary tuberculosis, and forty biopsy cases of undetected acid-fast bacilli (AFB) were used to train AI (convolutional neural network), and construct an AI to support AFB detection. Forty-two patients underwent bronchoscopy, and were evaluated using AI-supported pathology to detect AFB. The AI-supported pathology diagnosis was compared with bacteriology diagnosis from bronchial lavage fluid and the final definitive diagnosis of mycobacteriosis. Among the 16 patients with mycobacteriosis, bacteriology was positive in 9 patients (56%). Two patients (13%) were positive for AFB without AI assistance, whereas AI-supported pathology identified eleven positive patients (69%). When limited to tuberculosis, AI-supported pathology had significantly higher sensitivity compared with bacteriology (86% vs. 29%, p = 0.046). Seven patients diagnosed with mycobacteriosis had no consolidation or cavitary shadows in computed tomography; the sensitivity of bacteriology and AI-supported pathology was 29% and 86%, respectively (p = 0.046). The specificity of AI-supported pathology was 100% in this study. AI-supported pathology may be more sensitive than bacteriological tests for detecting AFB in samples collected via bronchoscopy.","Diagnostics (Basel, Switzerland)",Zaizen Yoshiaki,10.1371/journal.pone.0167342,Q2,Diagnostics (Basel),Journal Article,"Department of Pathology, Nagasaki University Graduate School of Biomedical Sciences, 1-7-1 Sakamoto, Nagasaki 852-8501, Japan.",application,high
application,36920391,2023,2023 Mar,Associations Between Natural Language Processing-Enriched Social Determinants of Health and Suicide Death Among US Veterans.,"IMPORTANCE: Social determinants of health (SDOHs) are known to be associated with increased risk of suicidal behaviors, but few studies use SDOHs from unstructured electronic health record notes. OBJECTIVE: To investigate associations between veterans' death by suicide and recent SDOHs, identified using structured and unstructured data. DESIGN, SETTING, AND PARTICIPANTS: This nested case-control study included veterans who received care under the US Veterans Health Administration from October 1, 2010, to September 30, 2015. A natural language processing (NLP) system was developed to extract SDOHs from unstructured clinical notes. Structured data yielded 6 SDOHs (ie, social or familial problems, employment or financial problems, housing instability, legal problems, violence, and nonspecific psychosocial needs), NLP on unstructured data yielded 8 SDOHs (social isolation, job or financial insecurity, housing instability, legal problems, barriers to care, violence, transition of care, and food insecurity), and combining them yielded 9 SDOHs. Data were analyzed in May 2022. EXPOSURES: Occurrence of SDOHs over a maximum span of 2 years compared with no occurrence of SDOH. MAIN OUTCOMES AND MEASURES: Cases of suicide death were matched with 4 controls on birth year, cohort entry date, sex, and duration of follow-up. Suicide was ascertained by National Death Index, and patients were followed up for up to 2 years after cohort entry with a study end date of September 30, 2015. Adjusted odds ratios (aORs) and 95% CIs were estimated using conditional logistic regression. RESULTS: Of 6 122 785 veterans, 8821 committed suicide during 23 725 382 person-years of follow-up (incidence rate 37.18 per 100 000 person-years). These 8821 veterans were matched with 35 284 control participants. The cohort was mostly male (42 540 [96.45%]) and White (34 930 [79.20%]), with 6227 (14.12%) Black veterans. The mean (SD) age was 58.64 (17.41) years. Across the 5 common SDOHs, NLP-extracted SDOH, on average, retained 49.92% of structured SDOHs and covered 80.03% of all SDOH occurrences. SDOHs, obtained by structured data and/or NLP, were significantly associated with increased risk of suicide. The 3 SDOHs with the largest effect sizes were legal problems (aOR, 2.66; 95% CI, 2.46-2.89), violence (aOR, 2.12; 95% CI, 1.98-2.27), and nonspecific psychosocial needs (aOR, 2.07; 95% CI, 1.92-2.23), when obtained by combining structured data and NLP. CONCLUSIONS AND RELEVANCE: In this study, NLP-extracted SDOHs, with and without structured SDOHs, were associated with increased risk of suicide among veterans, suggesting the potential utility of NLP in public health studies.",JAMA network open,Mitra Avijit,10.5334/egems.218,Q1,JAMA Netw Open,"Journal Article; Research Support, N.I.H., Extramural","Manning College of Information and Computer Sciences, University of Massachusetts Amherst.",application,high
application,41212778,2025,2025 Nov,Artificial Intelligence-Advanced Imaging for Solid-Type Lung Adenocarcinoma: Towards Greater Clinical Relevance.,"OBJECTIVES: Non-small-cell lung cancer (NSCLC) lesions appearing solid on imaging are highly likely to be malignant. However, ""solid"" has a subjective definition. This study aimed to determine whether artificial intelligence (AI)-based imaging analysis can offer a more objective and clinically meaningful definition of solid tumours, specifically in regards to lymph node metastasis and prognosis. METHODS: This study included 216 patients with cN0 lung adenocarcinoma (pathological invasive diameter ≤ 30 mm) who underwent lobectomy with lymph node dissection. AI software was used to calculate the consolidation-to-tumour diameter (cD/tD) and volume (cV/tV) ratios, which were then compared with radiologist-defined cD/tD. To determine the optimal cutoff values, correlations between the pathological invasive diameter/tumour diameter ratio (PathoiD/tD) and lymph node metastasis were evaluated. Subsequently, these values were applied to a subset of tumours measuring ≤20 mm (n = 117) to determine their potential use in candidate selection for limited resection. RESULTS: A cV/tV cutoff value of ≥0.72 accurately predicted lymph node metastasis and improved concordance between AI and radiologist solid tumour assessment while maintaining a similar PathoiD/tD to the conventional (cD/tD = 1.0) threshold. Among tumours measuring ≤20 mm in the low solid-component group (cV/tV <0.72), lymph node metastases were not observed; the 5-year recurrence-free survival rate was 100%. CONCLUSIONS: An AI-based volumetric analysis using a cV/tV threshold of ≥0.72 showed potential for predicting lymph node metastasis in this single-centre retrospective study of lung adenocarcinoma ≤30 mm. External validation in diverse, multicentre cohorts is essential before clinical implementation.",European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Nishida Tomoki,10.1093/ejcts/ezaf385,Q1,Eur J Cardiothorac Surg,Journal Article,"Department of Surgery, Teikyo University School of Medicine, Tokyo, 173-8606, Japan.",application,high
application,38485985,2024,2024 Mar,Analysis and evaluation of explainable artificial intelligence on suicide risk assessment.,"This study explores the effectiveness of Explainable Artificial Intelligence (XAI) for predicting suicide risk from medical tabular data. Given the common challenge of limited datasets in health-related Machine Learning (ML) applications, we use data augmentation in tandem with ML to enhance the identification of individuals at high risk of suicide. We use SHapley Additive exPlanations (SHAP) for XAI and traditional correlation analysis to rank feature importance, pinpointing primary factors influencing suicide risk and preventive measures. Experimental results show the Random Forest (RF) model is excelling in accuracy, F1 score, and AUC (>97% across metrics). According to SHAP, anger issues, depression, and social isolation emerge as top predictors of suicide risk, while individuals with high incomes, esteemed professions, and higher education present the lowest risk. Our findings underscore the effectiveness of ML and XAI in suicide risk assessment, offering valuable insights for psychiatrists and facilitating informed clinical decisions.",Scientific reports,Tang Hao,10.1038/s41598-023-38742-1,Q1,Sci Rep,Journal Article,"Department of Computer Science and Software Engineering, The University of Western Australia, Perth, Australia.",evaluative,high
