pmid,year,pub_date,title,abstract,journal,journal_abbr,pub_type,first_author,first_affiliation,doi,sjr_quartile,pub_year,stance,stance_model,confidence,predictive_claim,stance_raw
38184356,2024,2024 Jan,Multiple mask and boundary scoring R-CNN with cGAN data augmentation for bladder tumor segmentation in WLC videos.,"Automatic diagnosis systems capable of handling multiple pathologies are essential in clinical practice. This study focuses on enhancing precise lesion localization, classification and delineation in transurethral resection of bladder tumor (TURBT) to reduce cancer recurrence. Despite deep learning models success, medical applications face challenges like small and limited datasets and poor image characterization, including the absence lack of color/texture modeling. To address these issues, three solutions are proposed: (1) an improved texture-constrained version of the pix2pixHD cGAN for data augmentation, addressing the tradeoff of generating high-quality images with enough stochasticity using the Fréchet Inception Distance (FID) measure. (2) Introducing the Multiple Mask and Boundary Scoring R-CNN (MM&BS R-CNN), a new mask sub-net scheme where multiple masks are generated from the different levels of the mask sub-net pipeline, improving segmentation accuracy by including a new scoring module to refine object boundaries. (3) A novel accelerated training strategy based on the SGD optimizer with the second momentum. Experimental results show significant mAP improvements: the data generation scheme improves by more than 12 %; MM&BS R-CNN proposed architecture is responsible for an improvement of about 1.25 %, and the training algorithm based on the second-order momentum increases mAP by 2-3 %. The simultaneous use of all three proposals improved the state-of-the-art mAP by 17.44 %.",Artificial intelligence in medicine,Artif Intell Med,"Journal Article; Research Support, Non-U.S. Gov't",Freitas Nuno R,"CMEMS-UMinho, University of Minho, 4800-058 Guimaraes, Portugal; LABBELS - Associate Laboratory, Guimaraes, Portugal. Electronic address: id8003@alunos.uminho.pt.",10.1016/j.artmed.2023.102723,Q1,2024,Neutral,haiku,High,no,"{""stance"": ""Neutral"", ""confidence"": ""High"", ""predictive_claim"": ""no""}"
37932602,2024,2024 Jan,The application of objective clinical human reliability analysis (OCHRA) in the assessment of basic robotic surgical skills.,"BACKGROUND: Using a validated, objective, and standardised assessment tool to assess progression and competency is essential for basic robotic surgical training programmes. Objective clinical human reliability analysis (OCHRA) is an error-based assessment tool that provides in-depth analysis of individual technical errors. We conducted a feasibility study to assess the concurrent validity and reliability of OCHRA when applied to basic, generic robotic technical skills assessment. METHODS: Selected basic robotic surgical skill tasks, in virtual reality (VR) and dry lab equivalent, were performed by novice robotic surgeons during an intensive 5-day robotic surgical skills course on da Vinci® X and Xi surgical systems. For each task, we described a hierarchical task analysis. Our developed robotic surgical-specific OCHRA methodology was applied to error events in recorded videos with a standardised definition. Statistical analysis to assess concurrent validity with existing tools and inter-rater reliability were performed. RESULTS: OCHRA methodology was applied to 272 basic robotic surgical skills tasks performed by 20 novice robotic surgeons. Performance scores improved from the start of the course to the end using all three assessment tools; Global Evaluative Assessment of Robotic Skills (GEARS) [VR: t(19) = - 9.33, p < 0.001] [dry lab: t(19) = - 10.17, p < 0.001], OCHRA [VR: t(19) = 6.33, p < 0.001] [dry lab: t(19) = 10.69, p < 0.001] and automated VR [VR: t(19) = - 8.26, p < 0.001]. Correlation analysis, for OCHRA compared to GEARS and automated VR scores, shows a significant and strong inverse correlation in every VR and dry lab task; OCHRA vs GEARS [VR: mean r = - 0.78, p < 0.001] [dry lab: mean r = - 0.82, p < 0.001] and OCHRA vs automated VR [VR: mean r = - 0.77, p < 0.001]. There is very strong and significant inter-rater reliability between two independent reviewers (r = 0.926, p < 0.001). CONCLUSION: OCHRA methodology provides a detailed error analysis tool in basic robotic surgical skills with high reliability and concurrent validity with existing tools. OCHRA requires further evaluation in more advanced robotic surgical procedures.",Surgical endoscopy,Surg Endosc,Journal Article,Gorard Jack,"Division of Surgery & Interventional Science, Royal Free Hospital Campus, University College London, London, UK.",10.1097/SLA.0000000000004584,Q1,2024,Neutral,haiku,High,no,"{""stance"": ""Neutral"", ""confidence"": ""High"", ""predictive_claim"": ""no""}"
36708281,2024,2024 Jul,Novel AI-Based Algorithm for the Automated Computation of Coronal Parameters in Adolescent Idiopathic Scoliosis Patients: A Validation Study on 100 Preoperative Full Spine X-Rays.,"STUDY DESIGN: Retrospective, mono-centric cohort research study. OBJECTIVES: The purpose of this study is to validate a novel artificial intelligence (AI)-based algorithm against human-generated ground truth for radiographic parameters of adolescent idiopathic scoliosis (AIS). METHODS: An AI-algorithm was developed that is capable of detecting anatomical structures of interest (clavicles, cervical, thoracic, lumbar spine and sacrum) and calculate essential radiographic parameters in AP spine X-rays fully automatically. The evaluated parameters included T1-tilt, clavicle angle (CA), coronal balance (CB), lumbar modifier, and Cobb angles in the proximal thoracic (C-PT), thoracic, and thoracolumbar regions. Measurements from 2 experienced physicians on 100 preoperative AP full spine X-rays of AIS patients were used as ground truth and to evaluate inter-rater and intra-rater reliability. The agreement between human raters and AI was compared by means of single measure Intra-class Correlation Coefficients (ICC; absolute agreement; >.75 rated as excellent), mean error and additional statistical metrics. RESULTS: The comparison between human raters resulted in excellent ICC values for intra- (range: .97-1) and inter-rater (.85-.99) reliability. The algorithm was able to determine all parameters in 100% of images with excellent ICC values (.78-.98). Consistently with the human raters, ICC values were typically smallest for C-PT (eg, rater 1A vs AI: .78, mean error: 4.7°) and largest for CB (.96, -.5 mm) as well as CA (.98, .2°). CONCLUSIONS: The AI-algorithm shows excellent reliability and agreement with human raters for coronal parameters in preoperative full spine images. The reliability and speed offered by the AI-algorithm could contribute to the efficient analysis of large datasets (eg, registry studies) and measurements in clinical practice.",Global spine journal,Global Spine J,Journal Article,Berlin Clara,"Spine Surgery and Scoliosis Center,Schön Klinik Neustadt, Germany.",10.3171/2022.5.Spine22109,Q1,2024,Cautious Optimism,haiku,High,no,"{""stance"": ""Cautious Optimism"", ""confidence"": ""High"", ""predictive_claim"": ""no""}"
37992226,2024,2024 Jan,Deep learning based automatic internal gross target volume delineation from 4D-CT of hepatocellular carcinoma patients.,"BACKGROUND: The location and morphology of the liver are significantly affected by respiratory motion. Therefore, delineating the gross target volume (GTV) based on 4D medical images is more accurate than regular 3D-CT with contrast. However, the 4D method is also more time-consuming and laborious. This study proposes a deep learning (DL) framework based on 4D-CT that can achieve automatic delineation of internal GTV. METHODS: The proposed network consists of two encoding paths, one for feature extraction of adjacent slices (spatial slices) in a specific 3D-CT sequence, and one for feature extraction of slices at the same location in three adjacent phase 3D-CT sequences (temporal slices), a feature fusion module based on an attention mechanism was proposed for fusing the temporal and spatial features. Twenty-six patients' 4D-CT, each consisting of 10 respiratory phases, were used as the dataset. The Hausdorff distance (HD95), Dice similarity coefficient (DSC), and volume difference (VD) between the manual and predicted tumor contour were computed to evaluate the model's segmentation accuracy. RESULTS: The predicted GTVs and IGTVs were compared quantitatively and visually with the ground truth. For the test dataset, the proposed method achieved a mean DSC of 0.869 ± 0.089 and an HD95 of 5.14 ± 3.34 mm for all GTVs, with under-segmented GTVs on some CT slices being compensated by GTVs on other slices, resulting in better agreement between the predicted IGTVs and the ground truth, with a mean DSC of 0.882 ± 0.085 and an HD95 of 4.88 ± 2.84 mm. The best GTV results were generally observed at the end-inspiration stage. CONCLUSIONS: Our proposed DL framework for tumor segmentation on 4D-CT datasets shows promise for fully automated delineation in the future. The promising results of this work provide impetus for its integration into the 4DCT treatment planning workflow to improve hepatocellular carcinoma radiotherapy.",Journal of applied clinical medical physics,J Appl Clin Med Phys,Journal Article,Yang Zhen,"Department of Oncology, National Clinical Research Center for Geriatric Disorders, Xiangya Hospital, Central South University, Changsha, China.",10.1109/TMI.2022.3175461,Q1,2024,Cautious Optimism,haiku,High,yes,"{""stance"": ""Cautious Optimism"", ""confidence"": ""High"", ""predictive_claim"": ""yes""}"
38159310,2024,2024 Feb,Effluent parameters prediction of a biological nutrient removal (BNR) process using different machine learning methods: A case study.,"This paper proposes a novel targeted blend of machine learning (ML) based approaches for controlling wastewater treatment plant (WWTP) operation by predicting distributions of key effluent parameters of a biological nutrient removal (BNR) process. Two years of data were collected from Plajyolu wastewater treatment plant in Kocaeli, Türkiye and the effluent parameters were predicted using six machine learning algorithms to compare their performances. Based on mean absolute percentage error (MAPE) metric only, support vector regression machine (SVRM) with linear kernel method showed a good agreement for COD and BOD5, with the MAPE values of about 9% and 0.9%, respectively. Random Forest (RF) and EXtreme Gradient Boosting (XGBoost) regression were found to be the best algorithms for TN and TP effluent parameters, with the MAPE values of about 34% and 27%, respectively. Further, when the results were evaluated together according to all the performance metrics, RF, SVRM (with both linear kernel and RBF kernel), and Hybrid Regression algorithms generally made more successful predictions than Light GBM and XGBoost algorithms for all the parameters. Through this case study we demonstrated selective application of ML algorithms can be used to predict different effluent parameters more effectively. Wider implementation of this approach can potentially reduce the resource demands for active monitoring the environmental performance of WWTPs.",Journal of environmental management,J Environ Manage,Journal Article,Manav-Demir Neslihan,"Yildiz Technical University, Environmental Engineering Department, Esenler, Istanbul, 34220, Turkey. Electronic address: nmanav@yildiz.edu.tr.",10.1016/j.jenvman.2023.119899,Q1,2024,Neutral,haiku,High,no,"{""stance"": ""Neutral"", ""confidence"": ""High"", ""predictive_claim"": ""no""}"
37316398,2024,2024 Feb,Randomized Controlled Feasibility Trial of Robot-assisted Versus Conventional Open Partial Nephrectomy: The ROBOCOP II Study.,"BACKGROUND: There is no evidence from randomized controlled trials (RCTs) comparing robot-assisted partial nephrectomy (RAPN) and open partial nephrectomy (OPN). OBJECTIVE: To assess the feasibility of trial recruitment and to compare surgical outcomes between RAPN and OPN. DESIGN, SETTING, AND PARTICIPANTS: ROBOCOP II was designed as single-center, open-label, feasibility RCT. Patients with suspected localized renal cell carcinoma referred for PN were randomized at a 1:1 ratio to either RAPN or OPN. OUTCOME MEASUREMENTS AND STATISTICAL ANALYSIS: The primary outcome was the feasibility of recruitment, assessed as the accrual rate. Secondary outcomes included perioperative and postoperative data. Data were analyzed descriptively in a modified intention-to-treat population consisting of randomized patients who underwent surgery. RESULTS AND LIMITATIONS: A total of 50 patients underwent RAPN or OPN (accrual rate 65%). In comparison to OPN, RAPN had lower blood loss (OPN 361 ml, standard deviation [SD] 238; RAPN 149 ml, SD 122; difference 212 ml, 95% confidence interval [CI] 105-320; p < 0.001), less need for opioids (OPN 46%; RAPN 16%; difference 30%, 95% CI 5-54; p = 0.024), and fewer complications according to the mean Comprehensive Complication Index (OPN 14, SD 16; RAPN 5, SD 15; difference 9, 95% CI 0-18; p = 0.008). OPN has a shorter operative time (OPN 112 min, SD 29; RAPN 130 min, SD 32; difference -18 min, 95% CI -35 to -1; p = 0.046) and warm ischemia time (OPN 8.7 min, SD 7.1; RAPN 15.4 min, SD 7.0; difference 6.7 min, 95% CI -10.7 to -2.7; p = 0.001). There were no differences between RAPN and OPN regarding postoperative kidney function. CONCLUSIONS: This first RCT comparing OPN and RAPN met the primary outcome of the feasibility of recruitment; however, the window for future RCTs is closing. Each approach has advantages over the other, and both remain safe and effective options. PATIENT SUMMARY: For patients with a kidney tumor, open surgery and robot-assisted keyhole surgery are both feasible and safe approaches for partial removal of the affected kidney. Each approach has known advantages. Long-term follow-up will explore differences in quality of life and cancer control outcomes.",European urology oncology,Eur Urol Oncol,Journal Article,Kowalewski Karl-Friedrich,"Department of Urology and Urological Surgery, University Medical Centre Mannheim, University of Heidelberg, Mannheim, Germany. Electronic address: karl-friedrich.kowalewski@umm.de.",10.1016/j.euo.2023.05.011,Q1,2024,Neutral,haiku,High,no,"{""stance"": ""Neutral"", ""confidence"": ""High"", ""predictive_claim"": ""no""}"
38303468,2024,2024 Jan,Entity relationship extraction from Chinese electronic medical records based on feature augmentation and cascade binary tagging framework.,"Extracting entity relations from unstructured Chinese electronic medical records is an important task in medical information extraction. However, Chinese electronic medical records mostly have document-level volumes, and existing models are either unable to handle long text sequences or exhibit poor performance. This paper proposes a neural network based on feature augmentation and cascade binary tagging framework. First, we utilize a pre-trained model to tokenize the original text and obtain word embedding vectors. Second, the word vectors are fed into the feature augmentation network and fused with the original features and position features. Finally, the cascade binary tagging decoder generates the results. In the current work, we built a Chinese document-level electronic medical record dataset named VSCMeD, which contains 595 real electronic medical records from vascular surgery patients. The experimental results show that the model achieves a precision of 87.82% and recall of 88.47%. It is also verified on another Chinese medical dataset CMeIE-V2 that the model achieves a precision of 54.51% and recall of 48.63%.",Mathematical biosciences and engineering : MBE,Math Biosci Eng,Journal Article,Lu Xiaoqing,"School of Computer Science and Technology, Zhejiang Sci-Tech University, Hangzhou, China.",10.3934/mbe.2024058,Q2,2024,Neutral,haiku,High,no,"{""stance"": ""Neutral"", ""confidence"": ""High"", ""predictive_claim"": ""no""}"
38362184,2024,2024 Feb,Can ChatGPT help patients answer their otolaryngology questions?,"BACKGROUND: Over the past year, the world has been captivated by the potential of artificial intelligence (AI). The appetite for AI in science, specifically healthcare is huge. It is imperative to understand the credibility of large language models in assisting the public in medical queries. OBJECTIVE: To evaluate the ability of ChatGPT to provide reasonably accurate answers to public queries within the domain of Otolaryngology. METHODS: Two board-certified otolaryngologists (HZ, RS) inputted 30 text-based patient queries into the ChatGPT-3.5 model. ChatGPT responses were rated by physicians on a scale (accurate, partially accurate, incorrect), while a similar 3-point scale involving confidence was given to layperson reviewers. Demographic data involving gender and education level was recorded for the public reviewers. Inter-rater agreement percentage was based on binomial distribution for calculating the 95% confidence intervals and performing significance tests. Statistical significance was defined as p < .05 for two-sided tests. RESULTS: In testing patient queries, both Otolaryngology physicians found that ChatGPT answered 98.3% of questions correctly, but only 79.8% (range 51.7%-100%) of patients were confident that the AI model was accurate in its responses (corrected agreement = 0.682; p < .001). Among the layperson responses, the corrected coefficient was of moderate agreement (0.571; p < .001). No correlation was noted among age, gender, or education level for the layperson responses. CONCLUSION: ChatGPT is highly accurate in responding to questions posed by the public with regards to Otolaryngology from a physician standpoint. Public reviewers were not fully confident in believing the AI model, with subjective concerns related to less trust in AI answers compared to physician explanation. Larger evaluations with a representative public sample and broader medical questions should immediately be conducted by appropriate organizations, governing bodies, and/or governmental agencies to instill public confidence in AI and ChatGPT as a medical resource. LEVEL OF EVIDENCE: 4.",Laryngoscope investigative otolaryngology,Laryngoscope Investig Otolaryngol,Journal Article,Zalzal Habib G,Division of Otolaryngology-Head and Neck Surgery Children's National Hospital Washington District of Columbia USA.,10.1002/lio2.1193,Q2,2024,Cautious Optimism,haiku,High,no,"{""stance"": ""Cautious Optimism"", ""confidence"": ""High"", ""predictive_claim"": ""no""}"
37875679,2024,2024 Jan,Cross-sectional area and fat infiltration of the lumbar spine muscles in patients with back disorders: a deep learning-based big data analysis.,"PURPOSE: Validated deep learning models represent a valuable option to perform large-scale research studies aiming to evaluate muscle quality and quantity of paravertebral lumbar muscles at the population level. This study aimed to assess lumbar spine muscle cross-sectional area (CSA) and fat infiltration (FI) in a large cohort of subjects with back disorders through a validated deep learning model. METHODS: T2 axial MRI images of 4434 patients (n = 2609 females, n = 1825 males; mean age: 56.7 ± 16.8) with back disorders, such as fracture, spine surgery or herniation, were retrospectively collected from a clinical database and automatically segmented. CSA, expressed as the ratio between total muscle area (TMA) and the vertebral body area (VBA), and FI, in percentages, of psoas major, quadratus lumborum, erector spinae, and multifidus were analyzed as primary outcomes. RESULTS: Male subjects had significantly higher CSA (6.8 ± 1.7 vs. 5.9 ± 1.5 TMA/VBA; p < 0.001) and lower FI (21.9 ± 8.3% vs. 15.0 ± 7.3%; p < 0.001) than females. Multifidus had more FI (27.2 ± 10.6%; p < 0.001) than erector spinae (22.2 ± 9.7%), quadratus lumborum (17.5 ± 7.0%) and psoas (13.7 ± 5.8%) whereas CSA was higher in erector spinae than other lumbar muscles. A high positive correlation between age and total FI was detected (rs = 0.73; p < 0.001) whereas a negligible negative correlation between total CSA and age was observed (rs =  - 0.24; p < 0.001). Subjects with fractures had lower CSA and higher FI compared to those with herniations, surgery and with no clear pathological conditions. CONCLUSION: CSA and FI values of paravertebral muscles vary a lot in accordance with subjects' sex, age and clinical conditions. Given also the large inter-muscle differences in CSA and FI, the choice of muscles needs to be considered with attention by spine surgeons or physiotherapists when investigating changes in lumbar muscle morphology in clinical practice.","European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society",Eur Spine J,Journal Article,Vitale Jacopo,"Schulthess Klinik, Lengghalde 2, 8008, Zurich, Switzerland. jacopo.vitale@kws.ch.",10.1007/s00586-022-07348-y,Q1,2024,Neutral,haiku,High,no,"{""stance"": ""Neutral"", ""confidence"": ""High"", ""predictive_claim"": ""no""}"
37989540,2024,2024 Mar-Apr 01,Evaluating ChatGPT on Orbital and Oculofacial Disorders: Accuracy and Readability Insights.,"PURPOSE: To assess the accuracy and readability of responses generated by the artificial intelligence model, ChatGPT (version 4.0), to questions related to 10 essential domains of orbital and oculofacial disease. METHODS: A set of 100 questions related to the diagnosis, treatment, and interpretation of orbital and oculofacial diseases was posed to ChatGPT 4.0. Responses were evaluated by a panel of 7 experts based on appropriateness and accuracy, with performance scores measured on a 7-item Likert scale. Inter-rater reliability was determined via the intraclass correlation coefficient. RESULTS: The artificial intelligence model demonstrated accurate and consistent performance across all 10 domains of orbital and oculofacial disease, with an average appropriateness score of 5.3/6.0 (""mostly appropriate"" to ""completely appropriate""). Domains of cavernous sinus fistula, retrobulbar hemorrhage, and blepharospasm had the highest domain scores (average scores of 5.5 to 5.6), while the proptosis domain had the lowest (average score of 5.0/6.0). The intraclass correlation coefficient was 0.64 (95% CI: 0.52 to 0.74), reflecting moderate inter-rater reliability. The responses exhibited a high reading-level complexity, representing the comprehension levels of a college or graduate education. CONCLUSIONS: This study demonstrates the potential of ChatGPT 4.0 to provide accurate information in the field of ophthalmology, specifically orbital and oculofacial disease. However, challenges remain in ensuring accurate and comprehensive responses across all disease domains. Future improvements should focus on refining the model's correctness and eventually expanding the scope to visual data interpretation. Our results highlight the vast potential for artificial intelligence in educational and clinical ophthalmology contexts.",Ophthalmic plastic and reconstructive surgery,Ophthalmic Plast Reconstr Surg,Journal Article,Balas Michael,Temerty Faculty of Medicine.,10.1038/s41433-023-02619-4.,Q2,2024,Cautious Optimism,haiku,High,no,"{""stance"": ""Cautious Optimism"", ""confidence"": ""High"", ""predictive_claim"": ""no""}"
37944759,2024,2024 Feb,NASS 2023 Presidential Address: Artificial Intelligence and its effect on the Art of Medicine and the Physician- Patient Relationship.,,The spine journal : official journal of the North American Spine Society,Spine J,Editorial,Finkenberg John,"Alvarado Orthopedic Medical Group, Inc., San Diego, CA, USA. Electronic address: jfinkenberg@aol.com.",10.1016/j.spinee.2023.11.001,Q1,2024,Caution,sonnet,Medium,yes,"{""stance"": ""Caution"", ""confidence"": ""Medium"", ""predictive_claim"": ""yes""}"
38149749,2024,2024 Mar,Detection of sessile serrated adenoma using artificial intelligence-enhanced endoscopy: an Asian perspective.,"BACKGROUND: As the serrated pathway has gained prominence as an alternative colorectal carcinogenesis pathway, sessile serrated adenomas or polyps (SSA/P) have been highlighted as lesions to rule out during colonoscopy. These lesions are however morphologically difficult to detect on endoscopy and can be mistaken for hyperplastic polyps due to similar endoscopic features. With the underlying nature of rapid progression and malignant transformation, interval cancer is a likely consequence of undetected or overlooked SSA/P. Real-time artificial intelligence (AI)-assisted colonoscopy via the computer-assisted detection system (CADe) is an increasingly useful tool in improving adenoma detection rate by providing a second eye during the procedure. In this article, we describe a guide through a video to illustrate the detection of SSA/P during AI-assisted colonoscopy. METHODS: Consultant-grade endoscopists utilized real-time AI-assisted colonoscopy device, as part of a larger prospective study, to detect suspicious lesions which were later histopathologically confirmed to be SSA/P. RESULTS: All lesions were picked up by the CADe where a real-time green box highlighted suspicious polyps to the clinician. Three SSA/P of varying morphology are described with reference to classical SSA/P features and with comparison to the features of the hyperplastic polyp found in our study. All three SSA/P observed are in keeping with the JNET Classification (Type 1). CONCLUSION: In conclusion, CADe is a most useful aid to clinicians during endoscopy in the detection of SSA/P but must be complemented with factors such as good endoscopy skill and bowel prep for effective detection, and biopsy coupled with subsequent accurate histological diagnosis.",ANZ journal of surgery,ANZ J Surg,Journal Article,Soo Joycelyn Mun-Peng,"Yong Loo Lin School of Medicine, National University of Singapore, Singapore, Singapore.",10.1111/ans.18785,Q2,2024,Cautious Optimism,haiku,High,no,"{""stance"": ""Cautious Optimism"", ""confidence"": ""High"", ""predictive_claim"": ""no""}"
38059732,2024,2024 Apr,The Pediatric Data Science and Analytics Subgroup of the Pediatric Acute Lung Injury and Sepsis Investigators Network: Use of Supervised Machine Learning Applications in Pediatric Critical Care Medicine Research.,"OBJECTIVE: Perform a scoping review of supervised machine learning in pediatric critical care to identify published applications, methodologies, and implementation frequency to inform best practices for the development, validation, and reporting of predictive models in pediatric critical care. DESIGN: Scoping review and expert opinion. SETTING: We queried CINAHL Plus with Full Text (EBSCO), Cochrane Library (Wiley), Embase (Elsevier), Ovid Medline, and PubMed for articles published between 2000 and 2022 related to machine learning concepts and pediatric critical illness. Articles were excluded if the majority of patients were adults or neonates, if unsupervised machine learning was the primary methodology, or if information related to the development, validation, and/or implementation of the model was not reported. Article selection and data extraction were performed using dual review in the Covidence tool, with discrepancies resolved by consensus. SUBJECTS: Articles reporting on the development, validation, or implementation of supervised machine learning models in the field of pediatric critical care medicine. INTERVENTIONS: None. MEASUREMENTS AND MAIN RESULTS: Of 5075 identified studies, 141 articles were included. Studies were primarily (57%) performed at a single site. The majority took place in the United States (70%). Most were retrospective observational cohort studies. More than three-quarters of the articles were published between 2018 and 2022. The most common algorithms included logistic regression and random forest. Predicted events were most commonly death, transfer to ICU, and sepsis. Only 14% of articles reported external validation, and only a single model was implemented at publication. Reporting of validation methods, performance assessments, and implementation varied widely. Follow-up with authors suggests that implementation remains uncommon after model publication. CONCLUSIONS: Publication of supervised machine learning models to address clinical challenges in pediatric critical care medicine has increased dramatically in the last 5 years. While these approaches have the potential to benefit children with critical illness, the literature demonstrates incomplete reporting, absence of external validation, and infrequent clinical implementation.",Pediatric critical care medicine : a journal of the Society of Critical Care Medicine and the World Federation of Pediatric Intensive and Critical Care Societies,Pediatr Crit Care Med,Review; Journal Article,Heneghan Julia A,"Division of Pediatric Critical Care, University of Minnesota Masonic Children's Hospital, Minneapolis, MN.",10.3389/fneur.2022.859068,Q1,2024,Caution,haiku,High,no,"{""stance"": ""Caution"", ""confidence"": ""High"", ""predictive_claim"": ""no""}"
38230262,2024,2024 Jan,W-Net: A boundary-aware cascade network for robust and accurate optic disc segmentation.,"Accurate optic disc (OD) segmentation has a great significance for computer-aided diagnosis of different types of eye diseases. Due to differences in image acquisition equipment and acquisition methods, the resolution, size, contrast, and clarity of images from different datasets show significant differences, resulting in poor generalization performance of deep learning networks. To solve this problem, this study proposes a multi-level segmentation network. The network includes data quality enhancement module (DQEM), coarse segmentation module (CSM), localization module (OLM), and fine segmentation stage module (FSM). In FSM, W-Net is proposed for the first time, and boundary loss is introduced in the loss function, which effectively improves the performance of OD segmentation. We generalized the model in the REFUGE test dataset, GAMMA dataset, Drishti-GS1 dataset, and IDRiD dataset, respectively. The results show that our method has the best OD segmentation performance in different datasets compared with state-of-the-art networks.",iScience,iScience,Journal Article,Tang Shuo,"School of Instrumentation and Optoelectronic Engineering, Beihang University, Beijing 100191, China.",10.48550/arXiv.2202.06511,Q1,2024,Neutral,haiku,High,no,"{""stance"": ""Neutral"", ""confidence"": ""High"", ""predictive_claim"": ""no""}"
37475544,2024,2024 Jan,A qualitative study of improving megavoltage computed tomography image quality and maintaining dose accuracy using cycleGAN-based image synthesis.,"BACKGROUND: Due to inconsistent positioning, tumor shrinking, and weight loss during fractionated treatment, the initial plan was no longer appropriate after a few fractional treatments, and the patient will require adaptive helical tomotherapy (HT) to overcome the issue. Patients are scanned with megavoltage computed tomography (MVCT) before each fractional treatment, which is utilized for patient setup and provides information for dose reconstruction. However, the low contrast and high noise of MVCT make it challenging to delineate treatment targets and organs at risk (OAR). PURPOSE: This study developed a deep-learning-based approach to generate high-quality synthetic kilovoltage computed tomography (skVCT) from MVCT and meet clinical dose requirements. METHODS: Data from 41 head and neck cancer patients were collected; 25 (2995 slices) were used for training, and 16 (1898 slices) for testing. A cycle generative adversarial network (cycleGAN) based on attention gate and residual blocks was used to generate MVCT-based skVCT. For the 16 patients, kVCT-based plans were transferred to skVCT images and electron density profile-corrected MVCT images to recalculate the dose. The quantitative indices and clinically relevant dosimetric metrics, including the mean absolute error (MAE), structural similarity index measure (SSIM), peak signal-to-noise ratio (PSNR), gamma passing rates, and dose-volume-histogram (DVH) parameters (Dmax , Dmean , Dmin ), were used to assess the skVCT images. RESULTS: The MAE, PSNR, and SSIM of MVCT were 109.6 ± 12.3 HU, 27.5 ± 1.1 dB, and 91.9% ± 1.7%, respectively, while those of skVCT were 60.6 ± 9.0 HU, 34.0 ± 1.9 dB, and 96.5% ± 1.1%. The image quality and contrast were enhanced, and the noise was reduced. The gamma passing rates improved from 98.31% ± 1.11% to 99.71% ± 0.20% (2 mm/2%) and 99.77% ± 0.18% to 99.98% ± 0.02% (3 mm/3%). No significant differences (p > 0.05) were observed in DVH parameters between kVCT and skVCT. CONCLUSION: With training on a small data set (2995 slices), the model successfully generated skVCT with improved image quality, and the dose calculation accuracy was similar to that of MVCT. MVCT-based skVCT can increase treatment accuracy and offer the possibility of implementing adaptive radiotherapy.",Medical physics,Med Phys,Journal Article,Lv Tie,"Beihang University, School of Physics, Beijing, China.",10.1002/mp.16633,Q1,2024,Cautious Optimism,haiku,High,no,"{""stance"": ""Cautious Optimism"", ""confidence"": ""High"", ""predictive_claim"": ""no""}"
38134726,2024,2024 Jan,Deep learning for report generation on chest X-ray images.,"Medical imaging, specifically chest X-ray image analysis, is a crucial component of early disease detection and screening in healthcare. Deep learning techniques, such as convolutional neural networks (CNNs), have emerged as powerful tools for computer-aided diagnosis (CAD) in chest X-ray image analysis. These techniques have shown promising results in automating tasks such as classification, detection, and segmentation of abnormalities in chest X-ray images, with the potential to surpass human radiologists. In this review, we provide an overview of the importance of chest X-ray image analysis, historical developments, impact of deep learning techniques, and availability of labeled databases. We specifically focus on advancements and challenges in radiology report generation using deep learning, highlighting potential future advancements in this area. The use of deep learning for report generation has the potential to reduce the burden on radiologists, improve patient care, and enhance the accuracy and efficiency of chest X-ray image analysis in medical imaging.",Computerized medical imaging and graphics : the official journal of the Computerized Medical Imaging Society,Comput Med Imaging Graph,"Journal Article; Review; Research Support, Non-U.S. Gov't",Ouis Mohammed Yasser,"Perception, Robotics and Intelligent Machines Lab(PRIME), Department of Computer Science, Université de Moncton, Moncton, NB E1C 3E9, Canada. Electronic address: emo7847@umoncton.ca.",10.1016/j.compmedimag.2023.102320,Q1,2024,Cautious Optimism,haiku,High,yes,"{""stance"": ""Cautious Optimism"", ""confidence"": ""High"", ""predictive_claim"": ""yes""}"
