pmid,pub_year,stance,theme(s),mechanism,specialty,region
40168678,2025,Cautious Optimism,,,Dermatology,North America
40168750,2025,Cautious Optimism,,,Medical Education,East Asia
40169010,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40169995,2025,Cautious Optimism,,,Ophthalmology,Middle East / North Africa
40170270,2025,Caution,hallucination|safety_clinical,both|generative,Dentistry,Middle East / North Africa
40170344,2025,Cautious Optimism,,,Surgery,North America
40170347,2025,Caution,safety_clinical,none_or_unclear|generative,Medical Informatics / Digital Health,Latin America / Oceania
40170412,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
40170800,2025,Cautious Optimism,,,Dermatology,North America
40171241,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40171256,2025,Neutral,,,Oncology,East Asia
40171759,2025,Caution,ethics_bias|data_privacy,none_or_unclear|unclear,Medical Informatics / Digital Health,Western Europe
40172087,2025,Advocacy,,,Surgery,South/Southeast Asia
40172638,2025,Advocacy,,,Radiology / Diagnostic Imaging,Western Europe
40172978,2025,Cautious Optimism,,,Ophthalmology,South/Southeast Asia
40173266,2025,Cautious Optimism,,,Multidisciplinary / Other,Middle East / North Africa
40173441,2025,Cautious Optimism,,,Pathology / Laboratory Medicine,Western Europe
40174417,2025,Cautious Optimism,,,Neurology / Neuroscience,Western Europe
40174427,2025,Caution,ethics_bias|hallucination,misclassification|generative,Obstetrics / Gynecology,Western Europe
40174466,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
40174629,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40174960,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40175048,2025,Advocacy,,,Medical Informatics / Digital Health,South/Southeast Asia
40175053,2025,Advocacy,,,Medical Informatics / Digital Health,South/Southeast Asia
40175210,2025,Cautious Optimism,,,Neurology / Neuroscience,Western Europe
40175215,2025,Neutral,,,Surgery,East Asia
40175414,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40175463,2025,Caution,ethics_bias,misclassification|discriminative,Pathology / Laboratory Medicine,North America
40175645,2025,Alarm,hallucination|safety_clinical,misclassification|generative,Surgery,Western Europe
40176295,2025,Cautious Optimism,,,Cardiology,North America
40177211,2025,Neutral,,,Medical Informatics / Digital Health,East Asia
40177281,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
40178360,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
40178837,2025,Cautious Optimism,,,Ophthalmology,North America
40179379,2025,Cautious Optimism,,,Multidisciplinary / Other,Unknown
40179389,2025,Caution,hallucination|safety_clinical,confabulation|generative,Radiology / Diagnostic Imaging,East Asia
40179410,2025,Cautious Optimism,,,Neurology / Neuroscience,Unknown
40179582,2025,Cautious Optimism,,,Oncology,Western Europe
40179622,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40179809,2025,Neutral,,,Pathology / Laboratory Medicine,East Asia
40180318,2025,Caution,safety_clinical|hallucination,misclassification|discriminative,Dentistry,Middle East / North Africa
40180796,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40180985,2025,Alarm,hallucination|safety_clinical,misclassification|generative,Emergency Medicine / Critical Care,Middle East / North Africa
40181403,2025,Cautious Optimism,,,Dentistry,Middle East / North Africa
40181519,2025,Cautious Optimism,,,Surgery,Unknown
40181904,2025,Caution,existential,none_or_unclear|generative,Mental Health / Psychiatry,Western Europe
40182256,2025,Alarm,hallucination|safety_clinical,misclassification|generative,Surgery,Middle East / North Africa
40182418,2025,Caution,hallucination|safety_clinical,misclassification|generative,Cardiology,North America
40182863,2025,Cautious Optimism,,,Surgery,North America
40182981,2025,Cautious Optimism,,,Ophthalmology,North America
40183181,2025,Cautious Optimism,,,Surgery,Western Europe
40183679,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,Middle East / North Africa
40183966,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40184052,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40184614,2025,Caution,cognitive,misclassification|discriminative,Dermatology,Western Europe
40184662,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,North America
40184826,2025,Caution,ethics_bias|safety_clinical|replacement,none_or_unclear|both,Medical Informatics / Digital Health,North America
40184880,2025,Cautious Optimism,,,Pathology / Laboratory Medicine,East Asia
40185647,2025,Caution,regulation|safety_clinical,misclassification|discriminative,Ophthalmology,Western Europe
40185842,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
40185925,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40186584,2025,Caution,existential|ethics_bias|replacement,none_or_unclear|unclear,Medical Informatics / Digital Health,Western Europe
40186826,2025,Caution,hallucination|safety_clinical,misclassification|generative,Pediatrics,North America
40187125,2025,Cautious Optimism,,,Nursing,East Asia
40187199,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
40187408,2025,Alarm,hallucination|safety_clinical,none_or_unclear|generative,Internal Medicine / Primary Care,Western Europe
40188991,2025,Caution,ethics_bias|data_privacy,none_or_unclear|unclear,Neurology / Neuroscience,Western Europe
40189670,2025,Neutral,,,Neurology / Neuroscience,Latin America / Oceania
40189745,2025,Cautious Optimism,,,Dermatology,Eastern Europe
40189932,2025,Cautious Optimism,,,Pathology / Laboratory Medicine,East Asia
40189986,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
40190132,2025,Alarm,hallucination|safety_clinical,both|generative,Medical Informatics / Digital Health,Western Europe
40191392,2025,Cautious Optimism,,,Dentistry,Middle East / North Africa
40191923,2025,Cautious Optimism,,,Cardiology,Western Europe
40191936,2025,Cautious Optimism,,,Cardiology,Western Europe
40191981,2025,Cautious Optimism,,,Dentistry,Middle East / North Africa
40192339,2026,Cautious Optimism,,,Radiology / Diagnostic Imaging,Middle East / North Africa
40192806,2025,Cautious Optimism,,,Pediatrics,Western Europe
40193292,2025,Caution,regulation|data_privacy|safety_clinical,none_or_unclear|unclear,Medical Informatics / Digital Health,Western Europe
40194317,2025,Cautious Optimism,,,Pathology / Laboratory Medicine,North America
40194545,2025,Caution,safety_clinical|hallucination,misclassification|discriminative,Oncology,Eastern Europe
40194705,2025,Cautious Optimism,,,Ophthalmology,East Asia
40194755,2025,Cautious Optimism,,,Dentistry,North America
40194756,2025,Caution,hallucination|safety_clinical,misclassification|generative,Cardiology,North America
40194821,2026,Cautious Optimism,,,Medical Informatics / Digital Health,Latin America / Oceania
40194867,2025,Alarm,hallucination|safety_clinical,misclassification|generative,Ophthalmology,East Asia
40195018,2025,Cautious Optimism,,,Surgery,Unknown
40195079,2025,Cautious Optimism,,,Dentistry,East Asia
40195448,2025,Alarm,ethics_bias,misclassification|generative,Medical Informatics / Digital Health,North America
40195567,2025,Cautious Optimism,,,Dentistry,East Asia
40196398,2025,Caution,safety_clinical|regulation|hallucination,misclassification|discriminative,Medical Informatics / Digital Health,Western Europe
40196917,2025,Alarm,safety_clinical|hallucination,misclassification|generative,Radiology / Diagnostic Imaging,Latin America / Oceania
40196962,2025,Cautious Optimism,,,Medical Education,Unknown
40197097,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
40197527,2025,Cautious Optimism,,,Nursing,Middle East / North Africa
40197804,2025,Cautious Optimism,,,Mental Health / Psychiatry,East Asia
40198356,2025,Caution,ethics_bias|safety_clinical,misclassification|discriminative,Cardiology,East Asia
40198652,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
40198845,2025,Caution,safety_clinical|regulation|hallucination,none_or_unclear|generative,Medical Informatics / Digital Health,North America
40198849,2025,Caution,ethics_bias|regulation|safety_clinical,misclassification|discriminative,Medical Informatics / Digital Health,North America
40198930,2025,Caution,data_privacy|regulation|ethics_bias,none_or_unclear|unclear,Medical Informatics / Digital Health,Western Europe
40198987,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
40199412,2025,Cautious Optimism,,,Oncology,Middle East / North Africa
40199518,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40199631,2025,Alarm,hallucination|safety_clinical,misclassification|generative,Dentistry,North America
40199833,2026,Caution,regulation|safety_clinical,none_or_unclear|discriminative,Radiology / Diagnostic Imaging,Western Europe
40200247,2025,Cautious Optimism,,,Nursing,East Asia
40200344,2025,Cautious Optimism,,,Ophthalmology,East Asia
40200717,2025,Cautious Optimism,,,Dermatology,East Asia
40200818,2025,Caution,cognitive|education|safety_clinical,none_or_unclear|generative,Medical Education,North America
40202573,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Latin America / Oceania
40202682,2025,Cautious Optimism,,,Surgery,North America
40202690,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
40202855,2025,Cautious Optimism,,,Obstetrics / Gynecology,North America
40203232,2025,Caution,education|hallucination|cognitive,none_or_unclear|generative,Medical Education,North America
40203240,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
40203306,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
40203521,2025,Cautious Optimism,,,Surgery,North America
40203537,2025,Cautious Optimism,,,Pediatrics,North America
40204094,2025,Cautious Optimism,,,Pathology / Laboratory Medicine,North America
40204164,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40205011,2025,Cautious Optimism,,,Internal Medicine / Primary Care,Middle East / North Africa
40205049,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40205050,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40205603,2025,Cautious Optimism,,,Oncology,East Asia
40206348,2025,Cautious Optimism,,,Obstetrics / Gynecology,East Asia
40206786,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
40207501,2025,Cautious Optimism,,,Cardiology,North America
40207818,2025,Cautious Optimism,,,Oncology,Middle East / North Africa
40208160,2025,Alarm,hallucination|safety_clinical,misclassification|generative,Dentistry,Middle East / North Africa
40208398,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
40208434,2025,Cautious Optimism,,,Surgery,Latin America / Oceania
40208836,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40209123,2026,Cautious Optimism,,,Oncology,North America
40209223,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,Western Europe
40209226,2025,Cautious Optimism,,,Ophthalmology,East Asia
40209572,2025,Caution,ethics_bias|data_privacy|regulation,misclassification|discriminative,Oncology,Latin America / Oceania
40210430,2025,Cautious Optimism,,,Surgery,North America
40210433,2025,Alarm,hallucination|safety_clinical|regulation,misclassification|generative,Surgery,East Asia
40210489,2025,Cautious Optimism,,,Internal Medicine / Primary Care,South/Southeast Asia
40210500,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40210509,2025,Alarm,hallucination|education,confabulation|generative,Dentistry,North America
40211784,2025,Cautious Optimism,,,Medical Education,East Asia
40212094,2025,Cautious Optimism,,,Surgery,North America
40212774,2025,Cautious Optimism,,,Cardiology,Western Europe
40212895,2025,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
40213102,2025,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
40213397,2025,Cautious Optimism,,,Ophthalmology,East Asia
40214191,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40214219,2025,Cautious Optimism,,,Surgery,Western Europe
40214230,2025,Alarm,hallucination|safety_clinical,misclassification|generative,Medical Informatics / Digital Health,Unknown
40215956,2025,Caution,ethics_bias|safety_clinical,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
40215957,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40216050,2025,Advocacy,,,Medical Informatics / Digital Health,East Asia
40216451,2025,Caution,regulation|ethics_bias|data_privacy,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
40217136,2025,Caution,safety_clinical|ethics_bias,none_or_unclear|unclear,Medical Informatics / Digital Health,Middle East / North Africa
40217589,2025,Cautious Optimism,,,Ophthalmology,Western Europe
40217674,2025,Cautious Optimism,,,Oncology,Western Europe
40217738,2025,Caution,education|hallucination,misclassification|generative,Medical Education,North America
40217828,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
40217829,2025,Cautious Optimism,,,Surgery,Middle East / North Africa
40217845,2025,Caution,safety_clinical|hallucination,misclassification|generative,Ophthalmology,North America
40217871,2025,Cautious Optimism,,,Oncology,Western Europe
40218041,2025,Alarm,hallucination|safety_clinical,confabulation|generative,Medical Informatics / Digital Health,East Asia
40218132,2025,Cautious Optimism,,,Medical Education,Western Europe
40218147,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Middle East / North Africa
40218243,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40218280,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
40220146,2025,Cautious Optimism,,,Oncology,East Asia
40220178,2025,Cautious Optimism,,,Internal Medicine / Primary Care,Eastern Europe
40220179,2025,Cautious Optimism,,,Surgery,Western Europe
40220270,2025,Alarm,hallucination|safety_clinical,confabulation|generative,Medical Informatics / Digital Health,North America
40220747,2025,Caution,ethics_bias|data_privacy|regulation,none_or_unclear|unclear,Medical Informatics / Digital Health,East Asia
40220757,2025,Cautious Optimism,,,Cardiology,East Asia
40220847,2025,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
40221188,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
40221284,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
40221725,2025,Caution,education|ethics_bias,none_or_unclear|unclear,Medical Education,Latin America / Oceania
40222025,2025,Caution,safety_clinical|ethics_bias|cognitive,none_or_unclear|unclear,Nursing,South/Southeast Asia
40222163,2025,Alarm,safety_clinical|regulation,misclassification|discriminative,Radiology / Diagnostic Imaging,Western Europe
40222196,2025,Caution,safety_clinical|hallucination,misclassification|discriminative,Dermatology,Western Europe
40222364,2025,Cautious Optimism,,,Oncology,Western Europe
40224268,2025,Cautious Optimism,,,Cardiology,Eastern Europe
40224573,2025,Caution,hallucination|safety_clinical,misclassification|generative,Internal Medicine / Primary Care,North America
40224839,2024,Cautious Optimism,,,Nursing,Middle East / North Africa
40224848,2024,Cautious Optimism,,,Nursing,Western Europe
40225652,2023,Cautious Optimism,,,Nursing,Western Europe
40226293,2025,Caution,safety_clinical|hallucination,both|both,Internal Medicine / Primary Care,Middle East / North Africa
40226679,2024,Alarm,safety_clinical,misclassification|discriminative,Mental Health / Psychiatry,Western Europe
40226937,2025,Caution,safety_clinical|hallucination,misclassification|discriminative,Pathology / Laboratory Medicine,Western Europe
40227036,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
40227394,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Unknown
40227709,2025,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
40227846,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
40228244,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
40228324,2025,Caution,regulation|ethics_bias,none_or_unclear|unclear,Medical Informatics / Digital Health,Latin America / Oceania
40228444,2025,Cautious Optimism,,,Oncology,South/Southeast Asia
40229613,2025,Cautious Optimism,,,Medical Education,North America
40229614,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Latin America / Oceania
40229819,2025,Cautious Optimism,,,Surgery,Middle East / North Africa
40230324,2025,Cautious Optimism,,,Surgery,Western Europe
40230666,2025,Cautious Optimism,,,Cardiology,North America
40230671,2025,Cautious Optimism,,,Cardiology,North America
40230672,2025,Cautious Optimism,,,Cardiology,North America
40230830,2025,Alarm,hallucination|safety_clinical,misclassification|generative,Surgery,East Asia
40231209,2025,Cautious Optimism,,,Pediatrics,East Asia
40231477,2025,Caution,ethics_bias|hallucination|regulation,none_or_unclear|both,Medical Informatics / Digital Health,Western Europe
40232134,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40232163,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40233054,2025,Cautious Optimism,,,Cardiology,East Asia
40233367,2025,Cautious Optimism,,,Surgery,North America
40233719,2025,Cautious Optimism,,,Oncology,Western Europe
40233873,2025,Cautious Optimism,,,Oncology,Latin America / Oceania
40233955,2025,Caution,cognitive|regulation,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
40234019,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,Western Europe
40234162,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
40234164,2025,Cautious Optimism,,,Dentistry,North America
40234247,2025,Caution,safety_clinical|hallucination,misclassification|discriminative,Medical Informatics / Digital Health,Western Europe
40234374,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
40234594,2025,Cautious Optimism,,,Ophthalmology,Latin America / Oceania
40234701,2025,Cautious Optimism,,,Medical Education,Western Europe
40234807,2025,Cautious Optimism,,,Oncology,South/Southeast Asia
40234820,2025,Cautious Optimism,,,Dentistry,Middle East / North Africa
40234873,2025,Cautious Optimism,,,Dentistry,Middle East / North Africa
40235789,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
40235804,2025,Cautious Optimism,,,Cardiology,East Asia
40235827,2025,Cautious Optimism,,,Ophthalmology,North America
40235859,2025,Caution,hallucination|safety_clinical,misclassification|generative,Medical Informatics / Digital Health,Middle East / North Africa
40236787,2025,Caution,ethics_bias|regulation|safety_clinical,none_or_unclear|unclear,Nursing,East Asia
40237429,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
40237816,2025,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
40237900,2025,Cautious Optimism,,,Oncology,East Asia
40238189,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
40238811,2025,Caution,cognitive|safety_clinical,misclassification|discriminative,Ophthalmology,East Asia
40238861,2025,Cautious Optimism,,,Internal Medicine / Primary Care,North America
40238919,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
40238969,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40239043,2026,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
40239198,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
40239208,2025,Caution,hallucination|safety_clinical,misclassification|generative,Oncology,Western Europe
40239213,2025,Cautious Optimism,,,Medical Education,North America
40239236,2025,Neutral,,,Medical Informatics / Digital Health,Western Europe
40239865,2025,Cautious Optimism,,,Cardiology,North America
40240324,2025,Neutral,,,Pathology / Laboratory Medicine,North America
40240443,2025,Caution,ethics_bias|regulation,none_or_unclear|discriminative,Medical Informatics / Digital Health,East Asia
40240555,2025,Caution,safety_clinical,misclassification|discriminative,Radiology / Diagnostic Imaging,Western Europe
40240567,2025,Caution,existential|cognitive|safety_clinical,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
40240642,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40240655,2026,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40241048,2025,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
40241059,2025,Cautious Optimism,,,Mental Health / Psychiatry,Western Europe
40241839,2025,Caution,safety_clinical|hallucination|regulation,confabulation|generative,Emergency Medicine / Critical Care,Western Europe
40241963,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Middle East / North Africa
40243259,2025,Cautious Optimism,,,Mental Health / Psychiatry,Latin America / Oceania
40243390,2025,Cautious Optimism,,,Medical Education,North America
40243582,2025,Cautious Optimism,,,Multidisciplinary / Other,North America
40244301,2025,Caution,ethics_bias|regulation|other,none_or_unclear|unclear,Radiology / Diagnostic Imaging,Middle East / North Africa
40245329,2025,Cautious Optimism,,,Dentistry,Unknown
40245359,2025,Caution,hallucination|safety_clinical|regulation,confabulation|generative,Medical Informatics / Digital Health,North America
40245687,2025,Caution,hallucination|safety_clinical,misclassification|discriminative,Oncology,Middle East / North Africa
40246058,2025,Caution,hallucination|education,misclassification|generative,Dentistry,Western Europe
40246172,2025,Caution,education|hallucination,misclassification|generative,Medical Education,North America
40246186,2025,Neutral,,,Medical Informatics / Digital Health,North America
40246249,2025,Advocacy,,,Internal Medicine / Primary Care,South/Southeast Asia
40246284,2025,Caution,safety_clinical|regulation,misclassification|discriminative,Cardiology,East Asia
40247648,2025,Caution,regulation|safety_clinical,misclassification|discriminative,Pathology / Laboratory Medicine,North America
40248439,2025,Cautious Optimism,,,Pediatrics,East Asia
40248473,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,Middle East / North Africa
40248601,2025,Caution,hallucination|safety_clinical,misclassification|generative,Mental Health / Psychiatry,North America
40248774,2025,Caution,hallucination|safety_clinical,misclassification|generative,Medical Informatics / Digital Health,South/Southeast Asia
40248921,2025,Cautious Optimism,,,Cardiology,South/Southeast Asia
40249216,2025,Cautious Optimism,,,Medical Education,Middle East / North Africa
40249341,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40249886,2025,Cautious Optimism,,,Pathology / Laboratory Medicine,East Asia
40249940,2025,Cautious Optimism,,,Oncology,East Asia
40250134,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40250167,2025,Caution,safety_clinical|ethics_bias|regulation,none_or_unclear|discriminative,Medical Informatics / Digital Health,Latin America / Oceania
40251084,2025,Caution,hallucination|safety_clinical,both|generative,Surgery,Latin America / Oceania
40251156,2025,Cautious Optimism,,,Neurology / Neuroscience,Western Europe
40251310,2025,Cautious Optimism,,,Surgery,North America
40251567,2025,Cautious Optimism,,,Dentistry,South/Southeast Asia
40251634,2025,Caution,hallucination|education,confabulation|generative,Medical Education,North America
40252272,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
40252277,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40252296,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,Middle East / North Africa
40252692,2025,Caution,hallucination|ethics_bias,misclassification|generative,Medical Informatics / Digital Health,Middle East / North Africa
40253835,2025,Cautious Optimism,,,Medical Education,Middle East / North Africa
40254674,2025,Neutral,,,Medical Informatics / Digital Health,East Asia
40256143,2025,Neutral,,,Ophthalmology,East Asia
40256630,2025,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
40256636,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40256889,2025,Cautious Optimism,,,Pathology / Laboratory Medicine,South/Southeast Asia
40257390,2025,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
40257746,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Middle East / North Africa
40258308,2025,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
40258337,2025,Caution,regulation|safety_clinical,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
40258923,2025,Cautious Optimism,,,Medical Informatics / Digital Health,South/Southeast Asia
40259576,2025,Alarm,hallucination|safety_clinical,misclassification|generative,Radiology / Diagnostic Imaging,Middle East / North Africa
40260428,2025,Cautious Optimism,,,Dentistry,East Asia
40260606,2025,Cautious Optimism,,,Multidisciplinary / Other,Western Europe
40260959,2025,Caution,regulation|safety_clinical,none_or_unclear|unclear,Radiology / Diagnostic Imaging,Western Europe
40261586,2025,Cautious Optimism,,,Internal Medicine / Primary Care,Middle East / North Africa
40261653,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40261727,2025,Caution,hallucination|education|ethics_bias,confabulation|generative,Nursing,Middle East / North Africa
40262029,2025,Caution,ethics_bias|existential,none_or_unclear|discriminative,Oncology,Latin America / Oceania
40262408,2025,Cautious Optimism,,,Mental Health / Psychiatry,East Asia
40262842,2025,Cautious Optimism,,,Medical Education,Western Europe
40263038,2025,Cautious Optimism,,,Dentistry,North America
40263261,2025,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
40263578,2025,Cautious Optimism,,,Obstetrics / Gynecology,Middle East / North Africa
40265240,2025,Cautious Optimism,,,Internal Medicine / Primary Care,North America
40265391,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Middle East / North Africa
40266674,2025,Cautious Optimism,,,Pathology / Laboratory Medicine,East Asia
40267462,2025,Caution,safety_clinical|ethics_bias|regulation,none_or_unclear|unclear,Medical Informatics / Digital Health,Eastern Europe
40267504,2025,Neutral,,,Medical Informatics / Digital Health,East Asia
40267548,2025,Neutral,,,Medical Informatics / Digital Health,East Asia
40267741,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
40267866,2025,Caution,ethics_bias|safety_clinical|hallucination,misclassification|generative,Mental Health / Psychiatry,East Asia
40267969,2025,Neutral,,,Medical Informatics / Digital Health,North America
40267970,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
40269046,2025,Cautious Optimism,,,Medical Education,East Asia
40269240,2025,Alarm,safety_clinical|hallucination,misclassification|both,Multidisciplinary / Other,East Asia
40269253,2025,Cautious Optimism,,,Obstetrics / Gynecology,North America
40269824,2025,Cautious Optimism,,,Medical Education,East Asia
40269930,2025,Cautious Optimism,,,Oncology,East Asia
40270494,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Eastern Europe
40271108,2025,Alarm,hallucination|safety_clinical,both|generative,Dentistry,Western Europe
40271647,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40272185,2025,Alarm,ethics_bias|hallucination,misclassification|generative,Mental Health / Psychiatry,North America
40272192,2025,Cautious Optimism,,,Dentistry,Unknown
40272303,2025,Cautious Optimism,,,Oncology,South/Southeast Asia
40272661,2025,Caution,education|ethics_bias|cognitive,none_or_unclear|unclear,Medical Education,North America
40272697,2025,Caution,regulation|hallucination|safety_clinical,none_or_unclear|generative,Medical Informatics / Digital Health,South/Southeast Asia
40272814,2025,Alarm,hallucination|regulation,confabulation|generative,Medical Informatics / Digital Health,Western Europe
40273439,2025,Caution,hallucination|ethics_bias,misclassification|generative,Medical Informatics / Digital Health,East Asia
40273525,2025,Alarm,hallucination|safety_clinical,misclassification|generative,Radiology / Diagnostic Imaging,Middle East / North Africa
40273637,2025,Alarm,safety_clinical|hallucination,misclassification|discriminative,Emergency Medicine / Critical Care,Western Europe
40273640,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,Middle East / North Africa
40273730,2025,Cautious Optimism,,,Oncology,Western Europe
40273817,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
40275204,2025,Caution,hallucination|other,misclassification|both,Medical Informatics / Digital Health,Western Europe
40275229,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Middle East / North Africa
40275241,2025,Cautious Optimism,,,Medical Education,Western Europe
40275308,2025,Neutral,,,Ophthalmology,East Asia
40275334,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
40275676,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,Middle East / North Africa
40275746,2025,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
40276681,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
40277339,2025,Cautious Optimism,,,Ophthalmology,Unknown
40278026,2025,Cautious Optimism,,,Pathology / Laboratory Medicine,Western Europe
40278718,2025,Alarm,safety_clinical|hallucination,misclassification|generative,Internal Medicine / Primary Care,Western Europe
40279352,2025,Cautious Optimism,,,Ophthalmology,Unknown
40279517,2025,Caution,safety_clinical|hallucination,misclassification|generative,Medical Informatics / Digital Health,East Asia
40279575,2025,Alarm,safety_clinical|ethics_bias,none_or_unclear|generative,Mental Health / Psychiatry,Western Europe
40280035,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
40280036,2025,Caution,education|regulation,none_or_unclear|unclear,Medical Education,Western Europe
40281395,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,Western Europe
40281436,2025,Cautious Optimism,,,Dentistry,Middle East / North Africa
40281510,2025,Cautious Optimism,,,Medical Education,Middle East / North Africa
40281723,2025,Cautious Optimism,,,Medical Informatics / Digital Health,South/Southeast Asia
